descricao;idItem;numero;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Sulfato ferroso 40mg cpr, em blister.;1267911;239;900000;ATIVO;COMPRIMIDO;30510;0.0339;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Albendazol 400mg comprimido mastigÃ¡vel, em blister.;1268029;15;15000;ATIVO;COMPRIMIDO;4440;0.296;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Betametasona, diproprionato +  betametasona fosfato, injetÃ¡v;1268030;40;8000;ATIVO;AMP;22800;2.85;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Carbonato de cÃ¡lcio 1250 mg - equivalente a 500mg Ca++elemen;1268031;55;180000;ATIVO;COMPRIMIDO;12600;0.07;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Carbonato de cÃ¡lcio 500+ vitamina D 400 UI, em blister de no;1268032;56;800000;ATIVO;COMPRIMIDO;82400;0.103;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Ceftriaxona 500 mg intramuscular (IM) injetÃ¡vel, com diluent;1268033;65;2000;ATIVO;Frasco ampola;16200;8.1;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Digoxina 0,25mg cpr, em blister.;1268034;94;250000;ATIVO;COMPRIMIDO;19125;0.0765;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Hidroclorotiazida 25mg cpr, em blister.;1268035;140;2300000;ATIVO;COMPRIMIDO;46000;0.02;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Hidroxido de aluminio200mg + hidroxido de magnÃ©sio 200mg com;1268036;144;20000;ATIVO;COMPRIMIDO;5200;0.26;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Levofloxacino 500mg cpr, em blister.;1268037;160;6000;ATIVO;COMPRIMIDO;3144;0.524;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Noretisterona 0,35mg cpr, em blister com 35 cpr.;1268038;202;500;ATIVO;BLISTER;2325;4.65;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Paracetamol 200mg/mL soluÃ§Ã£o oral, frasco 15ml.;1268039;209;20000;ATIVO;FRASCO;17600;0.88;itens_01231a43-6963-4a62-b944-a3d91e944dc2.csv
Luva LÃ¡tex nÃ£o EstÃ©ril p/ Procedimento - Tamanho  PP;1267418;6;2560;ATIVO;CAIXA;135321.6;52.86;itens_01233b46-c56f-4bed-8267-a68ac77cefe6.csv
Luva LÃ¡tex nÃ£o EstÃ©ril  p/Procedimento Tamanho M;1267419;4;5440;ATIVO;CXA;287558.4;52.86;itens_01233b46-c56f-4bed-8267-a68ac77cefe6.csv
Luva LÃ¡tex nÃ£o  EstÃ©ril  p/ Procedimento  Tamanho G;1267420;3;1920;ATIVO;CXA;101491.2;52.86;itens_01233b46-c56f-4bed-8267-a68ac77cefe6.csv
Luva LÃ¡tex nÃ£o EstÃ©ril p/ Procedimento - Tamanho  P.;1267422;5;5760;ATIVO;CAIXA;304473.6;52.86;itens_01233b46-c56f-4bed-8267-a68ac77cefe6.csv
Meio-fio ou Guia de Concreto;1309452;2;10000;ATIVO;METRO LINEAR;194000;19.4;itens_012c80bf-05ec-42f2-859c-8d44a2d29e93.csv
ADAPTADOR 1 Â½ POLEGADAS.;1303251;5;2;ATIVO;UNIDADE;64;32;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
DESFIBRILADOR DE TREINAMENTO;1305291;43;1;ATIVO;UNIDADE;3310;3310;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
CHAVE PARA MANGUEIRA DUPLA TIPO STORZ DE 1 Â½ X 2 Â½.;1307331;3;2;ATIVO;UNIDADE;20;10;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
LÃQUIDO GERADOR DE ESPUMA.;1307332;21;30;ATIVO;GALAO;16293.3;543.11;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
ADAPTADOR 2 Â½ POLEGADAS.;1309345;6;2;ATIVO;UNIDADE;84;42;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
Luva de combate a incendio;1313383;18;30;ATIVO;PAR;23040;768;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
ESGUICHO AUTOMÃTICO 10 A 125 GPM;1313384;8;1;ATIVO;UNIDADE;4500;4500;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
LANTERNA LED ÃNGULO RETO (COTOVELO);1313385;15;5;ATIVO;UNIDADE;6950;1390;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
CONJUNTO IMPERMEÃVEL PARA CHUVA COM CALÃA E CAPA;1313386;25;10;ATIVO;CONJUNTO;2710;271;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
ESGUICHO AUTOMÃTICO 30 A 125 GPM;1319599;9;1;ATIVO;UNIDADE;3350;3350;itens_018683a8-eae6-4a41-a4d2-022c869d979a.csv
PinÃ§a Kelly reta 14cm;1267436;20;150;ATIVO;UNIDADE;3384;22.56;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PINCA KELLY CURVA 14CM;1267438;21;150;ATIVO;UNIDADE;3384;22.56;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a Kelly curva 16cm;1267439;22;20;ATIVO;UNIDADE;534.8;26.74;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Seringa 5ml, sem agulha;1267444;18;50000;ATIVO;UNIDADE;7500;0.15;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura cirurgica reta fina/fina  15cm;1267445;38;150;ATIVO;UNIDADE;2883;19.22;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a crile curva 14 cm;1267453;46;150;ATIVO;UNIDADE;3600;24;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a crile reta 14 cm;1267454;45;150;ATIVO;UNIDADE;3480;23.2;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PINCA KOCHER RETA 14 CM;1267455;44;150;ATIVO;UNIDADE;4512;30.08;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a Kocher curva 14 CM;1267456;43;150;ATIVO;UNIDADE;4512;30.08;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura cirurgica reta romba/romba  15cm;1267457;41;100;ATIVO;UNIDADE;1922;19.22;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura cirurgica reta fina/romba  15cm;1267458;40;150;ATIVO;UNIDADE;2883;19.22;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura cirurgica curva fina/fina  15cm;1267459;39;150;ATIVO;UNIDADE;2883;19.22;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Porta agulha mayo 14 cm;1267460;32;150;ATIVO;UNIDADE;3133.5;20.89;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura Mayo Stille reta 15 cm;1267461;31;80;ATIVO;UNIDADE;1384;17.3;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura Iris reta 12 cm;1267462;30;150;ATIVO;UNIDADE;2422.5;16.15;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Tesoura Iris stark curva 12 cm;1267463;29;150;ATIVO;UNIDADE;2422.5;16.15;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a Halstead mosquito curva 12 cm c/ serrilha;1267464;28;150;ATIVO;UNIDADE;2965.5;19.77;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a Halstead mosquito reta 12,5cm c/ serrilha;1267465;27;150;ATIVO;UNIDADE;2965.5;19.77;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a anatÃ´mica dente de rato 12 cm;1267466;26;150;ATIVO;UNIDADE;1545;10.3;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a anatÃ´mica dissecÃ§Ã£o com serrilha 14 cm;1267467;25;150;ATIVO;UNIDADE;1462.5;9.75;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a anatÃ´mica Adson com serrilha 12cm;1267468;24;150;ATIVO;UNIDADE;1629;10.86;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
PinÃ§a anatÃ´mica Adson com dente 12cm;1267469;23;150;ATIVO;UNIDADE;1713;11.42;itens_019a6d5f-6796-4734-a6a2-f5b7dd471d6b.csv
Teste imunocromatogrÃ¡fico p/ pesquisa de sangue oculto nas f;1268623;14;5000;ATIVO;TESTE;21500;4.3;itens_028f77a0-6c42-4c12-a262-805fb21cf016.csv
microscÃ³pio com iluminaÃ§Ã£o de LED;1268624;22;1;ATIVO;UNIDADE;27500;27500;itens_028f77a0-6c42-4c12-a262-805fb21cf016.csv
Adesivo (bandagem) estÃ©ril indicado p/ uso apÃ³s punÃ§Ã£o venos;1268625;24;60000;ATIVO;UNIDADE;3600;0.06;itens_028f77a0-6c42-4c12-a262-805fb21cf016.csv
EstereomicroscÃ³pio.;1268626;28;1;ATIVO;UNIDADE;3135.12;3135.12;itens_028f77a0-6c42-4c12-a262-805fb21cf016.csv
Autoclave de bancada (horizontal),;1268627;29;1;ATIVO;UNIDADE;3564.88;3564.88;itens_028f77a0-6c42-4c12-a262-805fb21cf016.csv
Espessante a base de amido de milho modificado ou maltodextr;1268767;7;60;ATIVO;LATA;2010;33.5;itens_048ed626-6976-4149-85e2-8abc48e6ffc5.csv
NutriÃ§Ã£o enteral, em pÃ³, Ã  base de proteÃ­na isolada de soja,;1268768;17;200;ATIVO;LATA;9980;49.9;itens_048ed626-6976-4149-85e2-8abc48e6ffc5.csv
Suplemento Nutricional lÃ¡cteo em pÃ³;1268769;18;120;ATIVO;LATA;2280;19;itens_048ed626-6976-4149-85e2-8abc48e6ffc5.csv
ACHOCOLATADO;1;1;700; ;KG;8330;11.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
Amido de milho;5;5;500; ;KG;3175;6.35;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
ARROZ INTEGRAL;6;6;100; ;KG;470;4.7;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BATATA PALHA;7;7;700; ;PCT;4144;5.92;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
CAFÃ;14;14;1000; ;PCT;10250;10.25;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
coco ralado;16;16;450; ;UNI;2655;5.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
creme de leite;18;18;500; ;UNI;1805;3.61;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
DOCE DE LEITE;20;20;700; ;UNI;3710;5.3;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
extrato de tomate;22;22;2000; ;UNI;6280;3.14;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FARINHA DE TRIGO;24;24;2000; ;KG;5960;2.98;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
Fermento em po;26;26;500; ;UNI;3540;7.08;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FUBÃ DE MILHO;27;27;150; ;KG;532.5;3.55;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
GELATINA;28;28;650; ;UNI;1950;3;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
leite condensado;29;29;600; ;UNI;2556;4.26;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MACARRÃO;32;32;1200; ;PCT;4800;4;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MACARRÃO INTEGRAL;33;33;200; ;PCT;960;4.8;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MAIONESE;35;35;400; ;UNI;2396;5.99;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MARGARINA;36;36;500; ;KG;4100;8.2;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MILHO CANJICA;37;37;150; ;UNI;525;3.5;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
pÃªssego em calda;43;43;125; ;LAT;1331.25;10.65;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
sal refinado iodado;46;46;500; ;KG;950;1.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
VINAGRE;53;53;600; ;LIT;1230;2.05;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MILHO PARA PIPOCA;54;54;700; ;PCT;2590;3.7;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
POLVILHO AZEDO;55;55;250; ;PCT;2037.5;8.15;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
LEITE SEM LACTOSE;66;66;150; ;LIT;705;4.7;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FILE DE PEIXE CONGELADO (TILÃPIA);59;59;750; ;KG;24000;32;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FILE DE PEIXE CONGELADO (TILÃPIA);60;60;2250; ;KG;72000;32;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FILÃ DE FRANGO CONGELADO (SASSAMI);61;61;2500; ;KG;32900;13.16;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
SOBRECOXA DESOSSADA;62;62;2000; ;KG;26500;13.25;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
COXA E SOBRECOXA DE FRANGO;65;65;2500; ;KG;23950;9.58;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
COLORAU;17;17;300; ;KG;2430;8.1;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
SUCO NATURAL;50;50;1250; ;UNI;37312.5;29.85;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
SUCO NATURAL;51;51;3750; ;UNI;111937.5;29.85;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
PERNIL SUÃNO CORTADO EM CUBOS;58;58;2000; ;KG;42700;21.35;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
AcÃ©m Bovino MoÃ­do;63;63;2500; ;KG;60375;24.15;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
AcÃ©m Bovino;64;64;2000; ;KG;47400;23.7;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
ACHOCOLATADO EM PÃ ZERO AÃÃCAR, LACTOSE E GLUTÃN;2;2;80; ;LAT;2472;30.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
AÃÃCAR REFINADO;3;3;2000; ;KG;6100;3.05;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
ADOÃANTE DIETÃTICO LÃQUIDO;4;4;80; ;UNI;472;5.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BEBIDA SABOR MORANGO;8;8;400; ;KG;7920;19.8;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BISCOITO BROA DE POLVILHO  DIVERSOS SABORES  (AMENDOIM, COCO;9;9;700; ;KG;15470;22.1;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BISCOITO MAISENA  DE CHOCOLATE - SEM LEITE;10;10;700; ;KG;10150;14.5;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BISCOITO DE COCO - SEM LEITE;11;11;650; ;KG;9425;14.5;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BISCOITO SALGADO INTEGRAL - SEM LEITE;12;12;200; ;KG;2780;13.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
BOLACHA AGUA E SAL;13;13;700; ;PCT;3920;5.6;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
canela em pÃ³;15;15;200; ;PT;766;3.83;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
Creme de leite sem lactose;19;19;50; ;UNI;270;5.4;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
Doce de Leite sem lactose;21;21;30; ;UNI;228;7.6;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FARINHA DE CEREAIS - Aveia;23;23;84; ;KG;2343.6;27.9;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
FERMENTO BIOLOGICO;25;25;180; ;UNI;1420.2;7.89;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
Leite Condensado sem lactose;30;30;20; ;UNI;137;6.85;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
LOURO;31;31;400; ;UNI;1660;4.15;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
MACARRÃO SEM GLÃTEN;34;34;50; ;PCT;280;5.6;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
milho verde;38;38;800; ;LAT;2560;3.2;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
OREGANO DESIDRATADO;40;40;600; ;UNI;4194;6.99;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
PÃ£o para cachorro quente;41;41;62000; ;UNI;58280;0.94;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
PÃO SEM GLÃTEN;42;42;200; ;PCT;4090;20.45;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
PRESUNTO FATIADO;44;44;1200; ;KG;35100;29.25;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
REFRIGERANTE;45;45;1000; ;UNI;7800;7.8;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
SALSICHA VERMELHA;47;47;600; ;PCT;15420;25.7;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
tempero pimenta;48;48;200; ;UNI;752;3.76;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
TEMPERO MANJERICÃO;49;49;300; ;UN;1230;4.1;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
tempero cominho;52;52;400; ;PT;1580;3.95;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
CARNE - MÃSCULO TRASEIRO BOVINO MOÃDO (LagartÃ£o);56;56;2500; ;KG;57500;23;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
CARNE - PALETA GROSSA EM CUBOS;57;57;2000; ;KG;54000;27;itens_04c500bf-4e6c-45e8-97dd-5c196ee25f16.csv
Tinta acrÃ­lica para piso;1319611;1;198;ATIVO;BALDE;29700;150;itens_05b69f4f-dbf8-4178-8fc2-8b20d2d93dbc.csv
ROLAMENTO ZTAM00137;1298901;1261;2;ATIVO;UNIDADE;302.24;151.12;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA TRANSMISSÃO ZGAQ01977;1298902;1253;1;ATIVO;UNIDADE;3671.7;3671.7;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO FRONTAL L.D. 71LF01211;1298903;1237;1;ATIVO;UNIDADE;779.48;779.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COMANDO DIANTEIRO 219001406;1298904;1193;1;ATIVO;UNIDADE;2244.39;2244.39;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RESERVATÃRIO DE FREIO 219000134;1298905;1191;2;ATIVO;UNIDADE;426.66;213.33;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ALAVANCA DE CONTROLE 219000860;1298906;1190;1;ATIVO;UNIDADE;799.73;799.73;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JG REPARO CILINDRO DIREÃÃO 31Y204062;1298907;1218;4;ATIVO;UNIDADE;318.16;79.54;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA DA HELICE 11LG30010;1298908;1205;1;ATIVO;UNIDADE;705.91;705.91;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA DE ÃLEO 3976089;1298918;1298;1;ATIVO;UNIDADE;578.64;578.64;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO FREIO 5184313;1298990;2748;2;ATIVO;UNIDADE;519.82;259.91;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO TDF 5167937;1298991;2774;1;ATIVO;UNIDADE;1027.76;1027.76;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TAMPA EMBREAGEM 83070100;1298996;2854;1;ATIVO;UNIDADE;1104.36;1104.36;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM 5125065;1299001;2789;6;ATIVO;UNIDADE;1159.2;193.2;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA PILOTO K1000410;1299004;1014;1;ATIVO;UNIDADE;856.59;856.59;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 370060002;1299005;1025;4;ATIVO;UNIDADE;311.56;77.89;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
KIT DE VEDAÃÃO MOTOR DE GIRO K9001903;1299006;984;1;ATIVO;UNIDADE;886.44;886.44;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ACOPLAMENTO DE BORRACHA 24747009;1299007;939;2;ATIVO;UNIDADE;2357.86;1178.93;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA K1036466;1299008;956;4;ATIVO;UNIDADE;366.12;91.53;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA K1037852A;1299009;982;4;ATIVO;UNIDADE;656.64;164.16;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO K1046927;1299010;974;2;ATIVO;UNIDADE;869.52;434.76;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR 21801106BD24;1299011;972;34;ATIVO;UNIDADE;371.96;10.94;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MOLA PRATO 219000044;1299012;1130;16;ATIVO;UNIDADE;127.04;7.94;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 219000784;1299013;1126;8;ATIVO;UNIDADE;301.6;37.7;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM ANELAR 219000737;1299014;1116;4;ATIVO;UNIDADE;1190.68;297.67;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CAMISA CILINDRO DE GIRO 219001364;1299015;1168;2;ATIVO;UNIDADE;2619.46;1309.73;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RODA DIANTEIRA 219000014;1299016;1163;2;ATIVO;UNIDADE;904.9;452.45;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR RODA DIANTEIRA 219000495;1299017;1152;8;ATIVO;UNIDADE;936.64;117.08;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO 219001007;1299018;1143;4;ATIVO;UNIDADE;325.44;81.36;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
KIT AJUSTE L.D. 219000671;1299019;1110;6;ATIVO;UNIDADE;613.2;102.2;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JUNTA TAMPA DE VALVULAS 219001445;1299020;1069;16;ATIVO;UNIDADE;436.64;27.29;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COXIM 208003894;1299021;1065;16;ATIVO;UNIDADE;357.12;22.32;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 370060121;1299022;1057;4;ATIVO;UNIDADE;297.68;74.42;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO CONCHA DIANTEIRA 370060003;1299023;1055;4;ATIVO;UNIDADE;561.6;140.4;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VALVULA TRANSMISSÃO 219001902;1299024;1093;2;ATIVO;UNIDADE;1172.8;586.4;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MOTOR DE PARTIDA 219001424;1299025;1081;2;ATIVO;UNIDADE;3250.5;1625.25;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO TRASEIRO L.E. 71LF01551;1300985;1240;1;ATIVO;UNIDADE;339.03;339.03;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO TRASEIRO L.D. 71LF01541;1300986;1239;1;ATIVO;UNIDADE;339.03;339.03;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO TRASEIRO 71LF01531;1300987;1238;1;ATIVO;UNIDADE;860.01;860.01;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 61LF10100;1300988;1284;4;ATIVO;UNIDADE;536.88;134.22;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO FREIO ZTAM00090;1300989;1268;10;ATIVO;UNIDADE;1034;103.4;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CHAVE IGNIÃÃO 219000096;1300990;1196;2;ATIVO;UNIDADE;228.2;114.1;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO LEVANTE 219001380;1300991;1187;2;ATIVO;UNIDADE;795.76;397.88;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SENSOR DE FREIO 219000476;1300992;1200;4;ATIVO;UNIDADE;508;127;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COXIM MOTOR 11N608255;1300993;1203;4;ATIVO;UNIDADE;429.52;107.38;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 31LF30310;1300994;1211;4;ATIVO;UNIDADE;568.72;142.18;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MOTOR DE PARTIDA 3957593;1301000;1301;1;ATIVO;UNIDADE;2152.52;2152.52;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TURBINA 4037469;1301001;1299;1;ATIVO;UNIDADE;3371.45;3371.45;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
Rolamento Diferencial 24903460;1301063;2760;2;ATIVO;UNIDADE;578.12;289.06;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO DO PINHÃO 5130990;1301064;2759;2;ATIVO;UNIDADE;400.24;200.12;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CABO FREIO ESTACIONARIO 5183158;1301065;2752;2;ATIVO;UNIDADE;394.3;197.15;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
EIXO 83062210;1301071;2858;2;ATIVO;UNIDADE;374.02;187.01;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CAIXA 83436010;1301072;2853;1;ATIVO;UNIDADE;695.99;695.99;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CARCAÃA EIXO TRASEIRO L.E. 83325900;1301073;2871;1;ATIVO;UNIDADE;2007.48;2007.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SINCRONIZADOR 2/3 214010;1301076;2873;1;ATIVO;UNIDADE;798.08;798.08;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SEMI EIXO L.D. 5125062;1301077;2780;1;ATIVO;UNIDADE;1219.48;1219.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CILNDRO MESTRE 80249700;1301078;2842;2;ATIVO;UNIDADE;364.2;182.1;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO PROFUNDIDADE K9001880;1301081;1010;1;ATIVO;UNIDADE;2735.92;2735.92;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM K9007390;1301082;1002;2;ATIVO;UNIDADE;973;486.5;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
