descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
CABO FLEXIVEL 1,5MM (MARROM);4399365;200;VENCEU;M;258;1.29;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (PRETO);4399366;200;VENCEU;M;258;1.29;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (VERDE);4399367;200;VENCEU;M;258;1.29;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (VERMELHO);4399368;200;VENCEU;M;258;1.29;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (AMARELO);4399369;300;VENCEU;M;633;2.11;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (AZUL);4399370;400;VENCEU;M;844;2.11;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (BRANCO);4399371;300;VENCEU;M;633;2.11;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (PRETO);4399372;400;VENCEU;M;844;2.11;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO FLEXIVEL 1,5MM (VERDE);4399373;300;VENCEU;M;633;2.11;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CABO LAN 4 PARES P/ REDE CPU LOGICO;4399374;310;VENCEU;M;604.5;1.95;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CAL BRANCO PARA PINTURA 8KG;4399375;10;VENCEU;SC;85;8.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
cone de sinalizaÃ§Ã£o amarelo/preto 75cm;4399376;2;VENCEU;UND;61.96;30.98;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CONECTOR PARA CABO LAN RJ-45 8P8C REF: 3681;4399377;200;VENCEU;UND;120;0.6;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
CORRENTE PVC 8MM INTERCALADO PRETO/AMARELO;4399378;100;VENCEU;M;628;6.28;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
DESENTUPIDOR LIQUIDO 1LT;4399379;6;VENCEU;LT;212.04;35.34;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
DISJUNTOR MONO SHB1-CO 20A - BRANCO;4399380;6;VENCEU;UND;52.02;8.67;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
DISJUNTOR MONO SHB1-CO 25A - BRANCO;4399381;6;VENCEU;UND;52.02;8.67;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
DISJUNTOR MONO SHB1-CO 32A - BRANCO;4399382;6;VENCEU;UND;52.02;8.67;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
eletroduto corrugado amarela 25mm 3/4 (50mt);4399383;50;VENCEU;M;90;1.8;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
ENGATE FLEXIVEL 40CM 1/2 PLASTICO;4399384;6;VENCEU;UND;21;3.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
engate flexivel 60cm 1/2 plastico;4399385;6;VENCEU;UND;28.5;4.75;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Esmalte ab extra 3,6lt;4399386;3;VENCEU;GAL;285;95;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FECHADURA 1601/09 55MM ESPELHO INOX EXTERNA;4399387;6;VENCEU;UND;591.66;98.61;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FECHADURA CILINDRICA P/ DIVISORIA BRANCO;4399388;6;VENCEU;UND;324;54;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FILTRO DE LINHA CONJUTO DE 5 TOMADAS PRETA;4399389;4;VENCEU;UND;101.24;25.31;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Fita dupla face 19mm transparente (20mts);4399390;40;VENCEU;M;226;5.65;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FITA DUREX TRANSPARENTE 45MM X 45MTS LARGA;4399391;6;VENCEU;RL;21;3.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FITA ISOLANTE ANTI-CHAMA PRETA 19MMX20MT - 3M;4399392;10;VENCEU;UND;67.2;6.72;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FITA KREPP 50MT X 25MM;4399393;12;VENCEU;RL;66;5.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Fita krepp 50mt x 50mm;4399394;12;VENCEU;UND;108;9;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
FITA PRA DEMARCAÃÃO AMARELA/PRETA 70X200MT;4399395;6;VENCEU;UND;73.5;12.25;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
GLIFOSATO 1000ML PRONTO USO MADEMATO;4399396;6;VENCEU;UND;114.54;19.09;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
ILUMI - 2 TECLAS SIMPLES 6A 250C-STYLUS;4399397;12;VENCEU;UND;99.12;8.26;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
ILUMI - TOMADA 2P+T 10A 250V-STYLUS;4399398;25;VENCEU;UND;140.5;5.62;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
ILUMI - TOMADA 2P+T 20A 250V-STYLUS;4399399;25;VENCEU;UND;161.5;6.46;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
ILUMI - TOMADA DUPLA 2P+T 10A 250V-STYLUS;4399400;12;VENCEU;UND;120.36;10.03;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
INPOL BR - ABRAÃADEIRA PVC FIXA TUBO CLICK 3/4;4399401;50;VENCEU;UND;37.5;0.75;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
INPOL BR - CAIXA CONDULETE PVC BR (1/2-3/4) 4X2;4399402;12;VENCEU;UND;44.88;3.74;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
INPOL BR - JOELHO PVC BR C/ JANELA 3/4 SOLDAVEL;4399403;12;VENCEU;UND;46.8;3.9;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
INPOL BR - TUBO PVC BRANCO 3/4 SOLDAVEL 3MT;4399404;6;VENCEU;BR;83.22;13.87;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Jimo cupim aerosol 400ml;4399405;6;VENCEU;LAT;150;25;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
KIT ACIONAMENTO VALVULA 1.1/4 2035;4399406;6;VENCEU;UND;237;39.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
LAMPADA LED TUBOLAR T8 20W 6500K;4399407;50;VENCEU;UND;995;19.9;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Lixa preta d agua folha g-120;4399408;25;VENCEU;UND;43.75;1.75;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Lixa preta d agua folha g-220;4399409;25;VENCEU;UND;46;1.84;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
MOLA HIDRAULICA AEREA DE PORTA A530 FORÃA 2 BRANCA;4399410;2;VENCEU;UND;264.76;132.38;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
ORGANIZADOR DE FIO 1/2 BRANCO/PRETO;4399411;20;VENCEU;M;65;3.25;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
PARAFUSO CHIPBOARD CHATA  3,5X30;4399412;1000;VENCEU;UND;100;0.1;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
PARAFUSO CHIPBOARD CHATA BICROMATIZADO 4,0X35;4399413;1000;VENCEU;UND;150;0.15;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
PARAFUSO CHIPBOARD CHATA BICROMATIZADO 5,0X50;4399414;500;VENCEU;UND;110;0.22;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
PEDESTAL ZEBRADO 93CM;4399415;18;VENCEU;UND;474.48;26.36;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
PINCEL 1.1/2 - ROMA;4399416;6;VENCEU;UND;31.2;5.2;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Pincel 2 - roma;4399417;6;VENCEU;UND;39.3;6.55;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Pincel 3 - roma;4399418;6;VENCEU;UND;80.4;13.4;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
PULVERIZADOR GATILHO 500ML;4399419;10;VENCEU;UND;74.1;7.41;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Rolo espuma 09cm c/ cabo;4399420;12;VENCEU;UND;55.44;4.62;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
rolo espuma 15cm c/ cabo;4399421;6;VENCEU;UND;42;7;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
SELANTE POLIURETANO PU BRANCO 400G (PU40;4399422;6;VENCEU;UND;126.96;21.16;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
SISTEMA X - TOMADA 10A PADRAO COMPLETA BR;4399423;25;VENCEU;UND;213.25;8.53;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
SISTEMA X - TOMADA 20A PADRAO COMPLETA BR;4399424;15;VENCEU;UND;146.25;9.75;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
TOMADA EXTENSAO FEMIA PADRAO 2P+T 10A REF:7319;4399425;12;VENCEU;UND;54;4.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
TOMADA EXTENSAO FEMIA PADRAO 2P+T 20A REF:6956;4399426;12;VENCEU;UND;60;5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
TRENA FITA ACO LUFKIN 8MT;4399427;4;VENCEU;UND;148.12;37.03;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Tubo extensivo porca pvc branco 0,72cm 030101;4399428;12;VENCEU;UND;72;6;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
X CANALETA - C/ ADESIVO 20X10X200MM - DUTOPLAST 3M;4399429;25;VENCEU;UND;187.5;7.5;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
X CANALETA - C/ ADESIVO 40X16X200MM - (MEDIA);4399430;20;VENCEU;UND;320;16;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
X CANALETA - C/ ADESIVO 50X20X200MM - LARGA;4399431;20;VENCEU;UND;500.8;25.04;itensProposta_259c16a2-0f1b-45c0-8e66-14bc6f0c4dc9.csv
Processo Seletivo;4390783;1;PERDEU;SV;218000;218000;itensProposta_26d4625d-b26a-4e76-9d0c-1e6198932f85.csv
CESTA BASICA TIPO 02;4303910;700;PERDEU;UNI;63609;90.87;itensProposta_2cb6dbdc-784c-4e7b-b9b6-2dae189e8188.csv
Aparelho de ar condicionado tipo split HI- WALL cap. 9.000BT;0;19;PERDEU; ;32300;1700;itensProposta_330ef7c6-c219-410e-8b82-8aff1df25de5.csv
Aparelho de ar condicionado tipo split HI- WALL cap. 30.000;0;7;PERDEU; ;27300;3900;itensProposta_330ef7c6-c219-410e-8b82-8aff1df25de5.csv
Aparelho de ar condicionado tipo split HI- WALL cap. 12.000B;0;6;PERDEU; ;10800;1800;itensProposta_330ef7c6-c219-410e-8b82-8aff1df25de5.csv
Aparelho de ar condicionado tipo split HI- WALL cap. 18.000B;0;25;PERDEU; ;52500;2100;itensProposta_330ef7c6-c219-410e-8b82-8aff1df25de5.csv
Obras reconstruÃ§Ã£o e recuperaÃ§Ã£o do telhado PaÃ§o Municipal;4399667;1;VENCEU;SV;61207.59;61207.59;itensProposta_332f8cff-c4ff-41d3-84c9-08e66857817e.csv
Mesa tipo escrivaninha para Sala administraÃ§Ã£o;0;3;VENCEU; ;2208;736;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
ArmÃ¡rio em MDF para Sala administraÃ§Ã£o;0;2;VENCEU; ;1740;870;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
Mesa tipo escrivaninha em MDF para RecepÃ§Ã£o;0;1;VENCEU; ;736;736;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
ArmÃ¡rio tipo escaninho para DepÃ³sito Enfermagem;0;2;VENCEU; ;3966;1983;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o de atendimento em MDF para Sala de Enfermagem 01;0;1;VENCEU; ;1895;1895;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o de apoio em MDF para Sala de Enfermagem 01;0;1;VENCEU; ;1360;1360;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o estaÃ§Ã£o de trabalho em MDF para Sala de Enfermagem 02;0;1;VENCEU; ;2386;2386;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
Mesa escrivaninha em MDF para ConsultÃ³rio mÃ©dico;0;1;VENCEU; ;736;736;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o estaÃ§Ã£o de trabalho em MDF para Semi- intensiva 01;0;1;VENCEU; ;3369;3369;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o em L em MDF para Semi- intensiva 02;0;1;VENCEU; ;2527;2527;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
Mesa em MDF para RefeitÃ³rio;0;3;VENCEU; ;2940;980;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
ArmÃ¡rio tipo escaninho em MDF para Paramento;0;2;VENCEU; ;3146;1573;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
ArmÃ¡rio aberto em MDF para Paramento;0;2;VENCEU; ;1740;870;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
Mesa em MDF para FarmÃ¡cia;0;2;VENCEU; ;1472;736;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o estaÃ§Ã£o de trabalho para 02 computadores para Enferma;0;1;VENCEU; ;2386;2386;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
BalcÃ£o de pia, com 4 gavetas com trilho telescÃ³pico;0;6;VENCEU; ;4080;680;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
Bancada de apoio para Sala EsterilizaÃ§Ã£o e RX;0;3;VENCEU; ;4080;1360;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
Cama de solteiro em MDF reforÃ§ado para Descanso plantonistas;0;12;VENCEU; ;11760;980;itensProposta_33fc5d3f-a79b-4556-a8f1-0dbc3114c185.csv
GARRAFAO DE 20 LITROS;0;1300;VENCEU; ;11570;8.9;itensProposta_3882ef2c-6dd1-4afc-be0a-5aea1dfa0a2e.csv
Cx. copo 200ml, com 48 unidades s/gÃ¡s;0;25;VENCEU; ;625;25;itensProposta_3882ef2c-6dd1-4afc-be0a-5aea1dfa0a2e.csv
Cx. copo desc. 180ml, c/2500 un.;0;10;VENCEU; ;890;89;itensProposta_3882ef2c-6dd1-4afc-be0a-5aea1dfa0a2e.csv
GARRAFAO DE 20 LITROS;4399318;1450;DESCLASSIFICADO;GRF;13775;9.5;itensProposta_39b0cf87-7b76-4b5e-8b4d-2f1437a66934.csv
Cx. copo 200ml, com 48 unidades s/gÃ¡s;4399319;20;DESCLASSIFICADO;CX;620;31;itensProposta_39b0cf87-7b76-4b5e-8b4d-2f1437a66934.csv
Cx. copo desc. 180ml, c/2500 un.;4399320;10;DESCLASSIFICADO;CX;990;99;itensProposta_39b0cf87-7b76-4b5e-8b4d-2f1437a66934.csv
Mascara confeccionada em TNT (tecido nÃ£o tecido) Clip nasal;4443870;200000;PERDEU;UN;436000;2.18;itensProposta_3b160435-5fd9-4e5a-8190-a870b647afb1.csv
Protetor facial de seguranÃ§a;4443869;250;PERDEU;UND;10487.5;41.95;itensProposta_3baa94d6-b550-43ab-9a5b-1d69de92b2f0.csv
OxÃ­metro de pulso clipe de dedo;4443872;50;PERDEU;UN;9000;180;itensProposta_3bd503c3-ffb5-4855-84a7-d4153ad0a8a2.csv
TermÃ´metro clinico digital de testa;4443873;60;PERDEU;UN;37080;618;itensProposta_3bd503c3-ffb5-4855-84a7-d4153ad0a8a2.csv
TermÃ´metro clinico digital de testa;4443873;60;PERDEU;UN;35940;599;itensProposta_3c719ad3-8ce3-4048-af41-7610e1db0fac.csv
ServiÃ§os tÃ©cnicos especializados para elaboraÃ§Ã£o da PLANTA D;4398964;4;VENCEU;MES;32000;8000;itensProposta_3ee83964-e4bf-4bc8-bd75-8ffac7e23a4f.csv
ServiÃ§o  Hotelaria/Hospedagem c/ cafÃ© da manhÃ£ e lavanderia;4443876;3600;DESCLASSIFICADO;DIARI;748800;208;itensProposta_4215d783-351a-45ec-a604-3ef5563935b1.csv
LocaÃ§Ã£o de imÃ³vel, 01(um) pavilhÃ£o com pavimento tÃ©rreo e me;4444197;6;PERDEU;MES;39000;6500;itensProposta_43466b38-d19d-4632-b7b6-840d0248e219.csv
LocaÃ§Ã£o de imÃ³vel, 01(um) pavilhÃ£o com pavimento tÃ©rreo e me;4444198;6;PERDEU;MES;39000;6500;itensProposta_43466b38-d19d-4632-b7b6-840d0248e219.csv
RealizaÃ§Ã£o de Processo Seletivo Simplificado;4442956;1;VENCEU;UND;131661.44;131661.44;itensProposta_46fd6cad-d5ad-4969-925e-88fbebd623db.csv
RealizaÃ§Ã£o de Processo Seletivo Simplificado;4442956;1;DESCLASSIFICADO;UND;218200;218200;itensProposta_48b2e9af-f862-433f-abe9-6550bf02968f.csv
Kit teste rÃ¡pido CORONAVIRUS (COVID 19) Caixa com 25 testes;4443871;40;PERDEU;CXA;154000;3850;itensProposta_491e233f-65e4-448d-8664-52f923f8787c.csv
DIVISORIA DO TIPO NAVAL SIMPLES,COM PERFIL EM AÃO ZINCADO  C;0;68.18;DESCLASSIFICADO; ;6136.2;90;itensProposta_4af345a5-706a-4a59-9176-5c109559eab3.csv
PORTAS COM BATENTES REQUADROS DOBRADIÃAS FECHADURA;0;4;DESCLASSIFICADO; ;1380;345;itensProposta_4af345a5-706a-4a59-9176-5c109559eab3.csv
Tubos alumÃ­niio 35x70mmx6cm, cor branca;0;2;DESCLASSIFICADO; ;640;320;itensProposta_4af345a5-706a-4a59-9176-5c109559eab3.csv
Parede de gesso acartonato com 12mm espessura;0;111;DESCLASSIFICADO; ;14430;130;itensProposta_4af345a5-706a-4a59-9176-5c109559eab3.csv
Porta em eucatex completa 2.11 x 0,80;0;4;DESCLASSIFICADO; ;1320;330;itensProposta_4af345a5-706a-4a59-9176-5c109559eab3.csv
RealizaÃ§Ã£o de estudo para anÃ¡lise e desenvolvimentos dos pro;4399317;1;DESCLASSIFICADO;SERV;40000;40000;itensProposta_4c3d683e-b968-4c3e-9826-29b6316235c3.csv
RealizaÃ§Ã£o de Processo Seletivo Simplificado;4442957;1;DESCLASSIFICADO;UND;34790.71;34790.71;itensProposta_4e45dc4f-e0a0-4140-91f2-afd98fdd1974.csv
Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho P.;4443929;307;VENCEU;CX;10407.3;33.9;itensProposta_4ea512b5-cd2e-4a9a-b8f3-88c53951acbd.csv
Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho M.;4443930;375;VENCEU;CX;12712.5;33.9;itensProposta_4ea512b5-cd2e-4a9a-b8f3-88c53951acbd.csv
Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho G.;4443931;200;VENCEU;CX;6780;33.9;itensProposta_4ea512b5-cd2e-4a9a-b8f3-88c53951acbd.csv
