id;descricao;unidadeMedida;quantidade;valorUnitario;valorTotal;origem_arquivo
4543026;PistÃ£o D150B (original);UND;18;827.1;14887.8;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543027;PistÃ£o do motor hidrÃ¡ulico D150B (original);UND;7;597.04;4179.28;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543029;Placa da bomba D150B (original);UND;2;2385.59;4771.18;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543030;Placa D150B (original);UND;2;2549.47;5098.94;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543031;Placa do motor hidrÃ¡ulico (original);UND;1;3683.93;3683.93;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543032;Placa vÃ¡lvula D150B (original);UND;2;1336.81;2673.62;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543033;Rolamento do motor hidrÃ¡ulico D150B (original);UND;1;538.57;538.57;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543034;Rolamento do motor hidrÃ¡ulico D150B (original) PeÃ§a 84228134;UND;1;166.82;166.82;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543035;Rolamento de pista bomba D150B (original);UND;2;750.15;1500.3;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543036;Rolamento viga bomba D150B;UND;2;1193.32;2386.64;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543037;Tambor D150B;UND;2;5472.28;10944.56;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543038;Tambor motor hidrÃ¡ulico D150B;UND;1;4779.83;4779.83;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543039;VedaÃ§Ã£o da bomba D150B (original);UND;1;2356.25;2356.25;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543040;VedaÃ§Ã£o do motor hidrÃ¡ulico D150B (original);UND;1;817.48;817.48;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543041;ServiÃ§o de conserto do motor hidrÃ¡ulico D150B;SV;1;4606.71;4606.71;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
4543042;ServiÃ§o de limpeza do sistema hidrÃ¡ulico e troca de bomba hi;SV;1;7309.15;7309.15;itens_308d5a00-fd6f-43ad-8bf2-3c227a544a52.csv
113610;ExecuÃ§Ã£o serviÃ§os necessÃ¡rios a realizaÃ§Ã£o das obras de t;UND;1;3290073.07;135595.06;itens_30b5727c-4a78-46bc-a065-68fcaddb47ca.csv
4544413;CÃ³pias preto e branco em papel tamanho A4;UND;180000;0.15;27000.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544414;CÃ³pias preto e branco em papel tamanho A3;UND;6000;0.3;1800.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544415;CÃ³pia colorida em papel tamanho A4 atÃ© 120gr;UND;7200;1.88;13536.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544416;CÃ³pia colorida em papel tamanho A3 atÃ© 120gr;UND;3000;2.63;7890.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544417;ImpressÃ£o colorida em papel tamanho A4 atÃ© 120gr.;UND;6000;2.1;12600.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544418;ImpressÃ£o colorida em papel tamanho A3 atÃ© 120gr.;UND;1200;3;3600.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544419;EncadernaÃ§Ã£o de atÃ© 100 folhas. com papel tamanho A4 . inclu;UND;600;1.88;1128.0;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544420;EncadernaÃ§Ã£o de atÃ© 200 folhas. com papel tamanho A4. inclui;UND;240;2.63;631.2;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4544422;EncadernaÃ§Ã£o acima de 200 folhas. com papel tamanho A4. incl;UND;120;3.38;405.6;itens_30c3774a-81ed-4ba7-8ae1-8a0940262ea7.csv
4543247;Mosaico cubo;UND;29;51.69;1499.01;itens_30c6d6f3-13af-4a55-a834-8f63176ed9b7.csv
4685646;ServiÃ§o  Hotelaria/Hospedagem c/ cafÃ© da manhÃ£ e lavanderia;DIARI;3600;79;284400.0;itens_31335118-2d0a-4bd3-a0ed-99373633176c.csv
4544398;MÃ¡scara no modelo pico de pato;UND;11250;2;22500.0;itens_319e0d07-e874-4af1-810d-69715724b43e.csv
4544399;MÃ¡scara no modelo pico de pato;UND;33750;2;67500.0;itens_319e0d07-e874-4af1-810d-69715724b43e.csv
4685807;PrestaÃ§Ã£o de serviÃ§os de lavaÃ§Ã£o e alisamento mensal d rou;KG;12000;5.1;61200.0;itens_323b1357-11f6-4331-a226-a3c1bbe9c00e.csv
4543981;Reforma de uma Ã¡rea de 275.00mÂ² do prÃ©dio do CENTRO COMUNITÃ;SV;1;31986.54;31986.54;itens_32589501-fb9d-4dad-a771-574f7e8b7137.csv
4685673;Cama Hospitalar. fabricada em ferro pintado. Tubo 1.1/4. T;UN;70;600;42000.0;itens_3398c71b-f6f9-4b26-89e5-73e1e274672c.csv
4544430;PavimentaÃ§Ã£o a base de blocos de concreto (lajotas).nas ruas;SV;1;989967.27;989967.27;itens_35cec1b8-5e9b-4a84-9762-0e0d8068fdf8.csv
4542990;PavimentaÃ§Ã£o a base de blocos de concreto (lajotas) nas rua;SV;1;240712.97;240712.97;itens_36296e15-cc61-4024-9b0b-37b96f4fca82.csv
4543752;FILTRO LUBRIFICANTE VA32G4001100;UND;12;222;2664.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543753;FILTRO DIESEL LS21P01013R100;UND;12;114;1368.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543754;FILTRO SEPARADOR VA32G6200100;UND;12;353;4236.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543755;FILTRO AR PRIMÃRIO YY11P00008S003;UND;6;283;1698.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543756;FILTRO AR SECUNDÃRIO	YY11P00008S002;UND;6;158;948.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543757;FILTRO RETORNO	YN52V010011P1;UND;4;164;656.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543758;FILTRO SUCÃÃO	YN50V00025FF2;UND;4;444;1776.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543759;FILTRO RESPIRO	YN57V00004S002;UND;4;146;584.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543760;FILTRO AR CONDICIONADO	YN50V01015P3;UND;4;103;412.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543761;FILTRO AR CONDICIONADO	YN50V01014P1;UND;4;90;360.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543762;FILTRO LUBRIFICANTE 	87803260;UND;12;80;960.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543763;FILTRO DIESEL 	87435525;UND;12;82;984.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543764;FILTRO SEPARADOR 	87803192;UND;12;89;1068.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543765;FILTRO AR PRIMÃRIO	87577657;UND;8;237;1896.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543766;FILTRO AR SECUNDÃRIO	87577656;UND;8;158;1264.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543767;FILTRO HIDRÃULICO	YN52V01013P1;UND;8;262;2096.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543768;FILTRO SUCÃÃO	YN50V00002S001;UND;6;292;1752.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543769;FILTRO RESPIRO	YW57V00002S010;UND;6;70;420.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543770;FILTRO AR CONDICIONADO	YN50V01014P1;UND;4;90;360.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543772;FILTRO 	7W2327;UND;10;86;860.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543773;FILTRO	1106326;UND;8;192;1536.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543774;FILTRO	1106331;UND;8;89;712.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543775;FILTRO	2230713;UND;8;111;888.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543776;FILTRO	1596102;UND;8;146;1168.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543777;FILTRO	1919784;UND;8;210;1680.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543778;FILTRO 	1G8878;UND;8;244;1952.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543779;FILTRO LUBRIFICANTE 	2Y8096;UND;10;70;700.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543780;FILTRO SEPARADOR 	9M2341;UND;10;61;610.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543781;FILTRO AR PRIMÃRIO	4M8047;UND;8;89;712.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543782;FILTRO AR SECUNDÃRIO	2S1285;UND;8;62;496.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543783;FILTRO DIESEL	2Y8670;UND;10;43;430.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543784;FILTRO TRANSMISSÃO	9M9740;UND;6;61;366.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543785;FILTRO LUBRIFICANTE 	71101955;UND;16;103;1648.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543786;FILTRO DIESEL	71101915;UND;16;43;688.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543787;FILTRO SEPARADOR 	71101919;UND;16;50;800.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543788;FILTRO AR PRIMÃRIO	71102720;UND;10;170;1700.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543789;FILTRO AR SECUNDÃRIO	71102719;UND;10;108;1080.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543790;FILTRO DÃGUA 	9672301;UND;10;82;820.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543791;FILTRO HIDRÃULICO	1930836;UND;8;80;640.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543792;FILTRO DIFERENCIAL	75310446;UND;6;161;966.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543793;FILTRO SUCÃÃO	73161153;UND;6;192;1152.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543794;FILTRO	75289018;UND;8;101;808.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543795;FILTRO TRANSMISSÃO	73162722;UND;10;349;3490.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543796;FILTRO AR CONDICIONADO	75254545;UND;6;126;756.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543797;FILTRO	75325672;UND;8;116;928.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543798;FILTRO	71101957;UND;10;80;800.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543799;FILTRO	75312820;UND;6;315;1890.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543800;FILTRO	73125853;UND;8;82;656.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543801;FILTRO	79107317;UND;6;70;420.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543802;FILTRO HIDRÃULICO	2526831;UND;6;101;606.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543803;FILTRO AR SECUNDÃRIO	3340046;UND;8;63;504.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543804;FILTRO AR PRIMÃRIO	3340045;UND;8;104;832.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543805;FILTRO LUBRIFICANTE 	3339238;UND;10;43;430.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543806;FILTRO TRANSMISSÃO	247052;UND;6;81;486.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543807;FILTRO DIESEL	12709444;UND;10;37;370.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543808;FILTRO LUBRIFICANTE 	76194572;UND;12;82;984.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543810;FILTRO DIESEL PRIMÃRIO	87400496;UND;12;80;960.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543811;FILTRO DIESEL SECUNDÃRIO	86990957;UND;12;101;1212.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543812;FILTRO SEPARADOR 	84993233;UND;12;71;852.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543813;FILTRO AR PRIMÃRIO	87682990;UND;12;97;1164.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543814;FILTRO AR SECUNDÃRIO	87683000;UND;12;67;804.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543815;FILTRO HIDRÃULICO	87409662;UND;8;224;1792.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543816;FILTRO TRANSMISSÃO	87519452;UND;8;242;1936.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543817;FILTRO AR CONDICIONADO	330014A1;UND;6;203;1218.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543818;FILTRO DIESEL	84403847;UND;12;62;744.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543819;FILTRO AR CONDICIONADO	87314367;UND;6;108;648.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543820;FILTRO AR SECUNDÃRIO	84217229;UND;10;89;890.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543821;FILTRO AR PRIMÃRIO	87682999;UND;10;108;1080.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543822;FILTRO HIDRÃULICO	84226272;UND;10;252;2520.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543823;FILTRO SEPARADOR 	87803444;UND;12;107;1284.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543824;FILTRO DIESEL	84171692;UND;12;87;1044.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543825;FILTRO TRANSMISSÃO	86982180;UND;10;237;2370.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543826;FILTRO DE TELA 	278534A1;UND;4;131;524.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543827;FILTRO AR SECUNDÃRIO	71102625;UND;24;75;1800.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543828;FILTRO AR PRIMÃRIO	71102626;UND;24;108;2592.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543829;FILTRO SEPARADOR 	84993233;UND;24;86;2064.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543830;FILTRO DIESEL	86990957;UND;24;77;1848.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543831;FILTRO LUBRIFICANTE 	71101726;UND;24;47;1128.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543832;FILTRO TRANSMISSÃO	85817004;UND;10;226;2260.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543833;FILTRO COMBUSTÃVEL	75241002;UND;24;80;1920.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543834;FILTRO HIDRÃULICO	73124631;UND;10;192;1920.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543835;FILTRO AR PRIMÃRIO	499510;UND;6;104;624.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543836;FILTRO AR SECUNDÃRIO	499511;UND;6;50;300.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543837;FILTRO HIDRÃULICO	3356657;UND;6;106;636.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543838;FILTRO DIESEL 	498852;UND;10;55;550.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543839;FILTRO LUBRIFICANTE 	497771;UND;10;63;630.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543840;FILTRO	69302107-95;UND;6;123;738.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543841;FILTRO 	4012271;UND;6;36;216.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543842;FILTRO	Z92060037;UND;10;40;400.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543843;FILTRO	Z92060081;UND;10;77;770.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543844;FILTRO	Z92060080;UND;10;81;810.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543845;FILTRO	87803197;UND;12;86;1032.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543846;FILTRO	87400496;UND;12;40;480.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543847;FILTRO	R57888;UND;6;21;126.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543848;FILTRO RESPIRO	2992447;UND;6;153;918.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543849;FILTRO HIDRÃULICO	47131182;UND;6;101;606.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543851;FILTRO HIDRÃULICO	254353A1;UND;4;252;1008.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543852;FILTRO	87346332;UND;6;345;2070.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543854;FILTRO TELA	426784A1;UND;6;309;1854.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543856;FILTRO AR PRIMÃRIO 	87577657;UND;4;282;1128.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543857;FILTRO AR SECUNDÃRIO 	87577656;UND;3;737;2211.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543859;FILTRO AR INTERNO	219001058;UND;10;49;490.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543861;FILTRO AR EXTERNO	219001057;UND;10;76;760.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543863;FILTRO HIDRÃULICO	936974Q;UND;6;401;2406.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543864;FILTRO DIESEL	219001068;UND;20;20;400.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543866;FILTRO LUBRIFICANTE 	219000397;UND;10;52;520.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543868;FILTRO TRANSMISSÃO	219000751;UND;6;150;900.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543869;LUBRIFICANTE 	65055105028A;UND;10;76;760.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543870;FILTRO DIESEL	65125035016B;UND;10;89;890.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543871;FILTRO SEPARADOR 	K1006530;UND;10;192;1920.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543872;FILTRO AR INTERNO	47400039;UND;6;134;804.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543873;FILTRO AR  EXTERNO	47400040;UND;6;226;1356.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543874;FILTRO SUCÃÃO	24749016A;UND;4;164;656.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543875;FILTRO HIDRÃULICO	47400055;UND;4;178;712.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543876;FILTRO PILOTO	24711154;UND;4;80;320.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543877;FILTRO AR CONDICIONADO	K1002210;UND;4;99;396.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543878;FILTRO AR EXTERNO	4700394686;UND;6;256;1536.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543879;FILTRO AR INTERNO	4700394687;UND;6;135;810.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543880;FILTRO AR CONDICONADO	7.89339E+12;UND;4;52;208.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543881;FILTRO LUBRIFICANTE	4700878032;UND;10;82;820.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543882;FILTRO DIESEL 	4700878031;UND;10;76;760.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543883;FILTRO SEPARADOR 	4700873561;UND;10;134;1340.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543884;FILTRO AR EXTERNO	2015149167;UND;6;152;912.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543885;FILTRO AR INTERNO	2015149166;UND;6;126;756.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543886;FILTRO DIESEL SECUNDÃRIO	2015903640;UND;10;120;1200.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543887;FILTRO LUBRIFICANTE 	2015832022;UND;10;119;1190.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543888;FILTRO DIESEL PRIMÃRIO	2015120100;UND;10;171;1710.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543889;FILTRO AR EXTERNO	1930824;UND;6;108;648.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543890;FILTRO AR INTERNO	1930825;UND;6;70;420.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543891;FILTRO DIESEL EXTERNO	84465002;UND;8;25;200.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543892;FILTRO DIESEL INTERNO	87800220;UND;8;87;696.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543893;FILTRO HIDRÃULICO	48028391;UND;4;192;768.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543894;FILTRO LUBRIFICANTE 	1909102;UND;8;61;488.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543896;FILTRO HIDRÃULICO	82824884;UND;6;167;1002.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543897;FILTRO AR EXTERNO	87574362;UND;6;101;606.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543898;FILTRO AR INTERNO	87574363;UND;6;73;438.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543899;FILTRO DIESEL	85281496;UND;10;26;260.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543900;FILTRO LUBRIFICANTE 	87854900;UND;10;50;500.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543901;FILTRO HIDRÃULICO	11402880;UND;6;153;918.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543902;FILTRO AR EXTERNO	11401212;UND;6;103;618.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543903;FILTRO AR INTERNO	11401210;UND;6;70;420.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543904;FILTRO DIESEL	11102589;UND;10;37;370.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543905;FILTRO LUBRIFICANTE 	11803693;UND;10;70;700.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543906;FILTRO AR INTERNO	11N822150;UND;6;180;1080.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543907;FILTRO AR EXTERNO	11N822140;UND;6;255;1530.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543908;FILTRO HIDRÃULICO	20Y6031121;UND;6;210;1260.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543909;FILTRO DIESEL	11LG70010;UND;10;69;690.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543910;FILTRO LUBRIFICANTE 	11N870110;UND;10;89;890.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543911;FILTRO TRANSMISSÃO	ZGAQ02400;UND;6;252;1512.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543912;FILTRO SUCÃÃO TANQUE 	31LH60070;UND;2;160;320.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543913;FILTRO COMBUSTÃVEL 	9405050747;UND;10;40;400.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543914;FILTRO EXTERNO 	30943204;UND;6;72;432.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543915;FILTRO INTERNO 	30943200;UND;6;50;300.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543916;FILTRO DIESEL 	1457429359;UND;10;24;240.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4543917;FILTRO LUBRIFICANTE 	836436346;UND;10;44;440.0;itens_367f9e04-c3c5-466c-934b-cabeff288a89.csv
4544679;SERVICOS;HORA;3000;78;234000.0;itens_37322993-de8e-4222-9249-9a8387a76195.csv
150563;FORNECIMENTO DE OXIGÃNIO MEDICINAL DOMICILIAR;M3;15000;18;22500.0;itens_376d5d17-384c-4e81-afc3-1e3c8d94cce4.csv
150564;Fornecimento de 792 m3 de Ar Medicinal em cilindro;M3;198;23.7;0.0;itens_376d5d17-384c-4e81-afc3-1e3c8d94cce4.csv
241761;obras de reforma dos telhados e adaptaÃ§Ã£o ou troca das insta;SV;0;6204547.1;0.0;itens_378dacf5-d2f9-4deb-b584-115e9726e42c.csv
31326;ContrataÃ§Ã£o de empresa especializada em intermediaÃ§Ã£o e agen;KM;1000000;3.25;3250000.0;itens_37d4f132-44bd-4b70-a078-f84199a8d99f.csv
126834;RevitalizaÃ§Ã£o da PRAÃA JOÃO CONSTANTE MILIOLI - BAIRRO SANTA;SV;0;28879.68;28879.68;itens_395ca65f-978c-4828-b431-676cf7776811.csv
123072;CÃ³pias preto e branco em papel tamanho A4;UND;15000;0.15;2250.0;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
123073;CÃ³pias preto e branco em papel tamanho A3;UND;500;0.3;150.0;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
123074;CÃ³pia colorida em papel tamanho A4 atÃ© 120gr;UND;600;1.88;1128.0;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
123075;CÃ³pia colorida em papel tamanho A3 atÃ© 120gr;UND;250;2.63;657.5;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
123076;ImpressÃ£o colorida em papel tamanho A4 atÃ© 120gr.;UND;500;2.1;1050.0;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
123077;ImpressÃ£o colorida em papel tamanho A3 atÃ© 120gr.;UND;100;3;300.0;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
123078;EncadernaÃ§Ã£o de atÃ© 100 folhas. com papel tamanho A4 . inclu;UND;50;1.88;94.0;itens_3a4fd6d1-64ce-41f2-8521-6713d1aa6116.csv
