anoAnulacao;dataAnulacao;parcelaAnulada;valorAnulacao;valorAnuladoRestosNaoProcessados;motivoAnulacao;origem_arquivo
2019;2019-11-22;1;107.07;0;pela anula̤̣o;anulacoesLiquidacao_e9d1b102-d24f-48cc-b467-dc8b697ac83a.csv
2019;2019-07-01;1;220;0;Pela anula̤̣o;anulacoesLiquidacao_ea819cd4-dc80-41f8-996c-d3d35a48481c.csv
2019;2019-05-31;1;198.3;0;Pela Anula̤̣o.;anulacoesLiquidacao_ea819cd4-dc80-41f8-996c-d3d35a48481c.csv
2019;2019-12-23;1;0.02;0;Pela Anula̤̣o.;anulacoesLiquidacao_eb24864d-0517-491f-a9bd-98bea0d41630.csv
2019;2019-11-06;1;79.79;0;pela anula̤̣o;anulacoesLiquidacao_eb282133-7fb8-4521-9fb4-bc12c6660dbf.csv
2019;2019-12-30;1;77;0;pela anula̤̣o;anulacoesLiquidacao_ec5a5787-c1ab-490d-adf4-76b45bb93fe7.csv
2019;2019-03-19;1;0.98;0;Pela anula̤̣o;anulacoesLiquidacao_ec61ceac-ded6-4c81-b7b7-ded9b39760f9.csv
2019;2019-08-09;1;2000;0;Pela anula̤̣o;anulacoesLiquidacao_ed7e921a-70ee-41ca-b6e0-e4562b1af4d0.csv
2019;2019-09-10;1;104.13;0;Pela anula̤̣o.;anulacoesLiquidacao_ed94b5fc-a307-4117-a284-4c18b7c620ad.csv
2019;2019-10-16;1;387.53;0;Pela anul. cfe Memo 096/2019 Diret.Desenv.Economic;anulacoesLiquidacao_ede9469c-3237-4c0e-8f81-c53026895d85.csv
2019;2019-03-29;1;5119.04;0;Pela anula̤̣o;anulacoesLiquidacao_f08643f6-a153-4e4f-8659-3336f3f6f66b.csv
2019;2019-03-29;1;2647.26;0;Pela regulariza̤̣o.;anulacoesLiquidacao_f1343bcd-2ba3-457b-9046-56c4b73cec28.csv
2019;2019-12-10;1;400;0;pela anula̤̣o;anulacoesLiquidacao_f14b0ce9-a503-454c-84c5-5eb4123d0a82.csv
2019;2019-02-05;1;0.1;0;Pela anula̤̣o;anulacoesLiquidacao_f28616c2-2b21-4eb8-a2ea-65b50e7338e7.csv
2019;2019-02-25;1;3;0;Anula̤̣o;anulacoesLiquidacao_f35eef5e-5903-4b77-a06a-d39cce11021f.csv
2019;2019-10-29;1;742.28;0;Pela anula̤̣o;anulacoesLiquidacao_f4a48dfb-67fe-4d67-88f2-b1e3dd26391f.csv
2019;2019-02-11;1;1262.21;0;Pela anula̤̣o;anulacoesLiquidacao_f576bcc2-830b-441a-b39b-a757e07472f2.csv
2019;2019-12-30;1;1694.91;0;Pela anula̤̣o;anulacoesLiquidacao_f6c85184-27b5-4639-b093-78fabebf88c5.csv
2019;2019-07-29;1;0.01;0;Pela anula̤̣o;anulacoesLiquidacao_fb5a3734-da92-4cb5-a2c5-c309ffd4032b.csv
2019;2019-12-18;1;47919.24;0;pela anula̤̣o;anulacoesLiquidacao_fbf0fe84-53ec-4fe8-9dfa-dadf5927a4c2.csv
2019;2019-07-04;1;820;0;Pela anula̤̣o;anulacoesLiquidacao_fc011712-911c-4ee2-80b2-831029d33b80.csv
2019;2019-07-10;1;500.14;0;Pela anula̤̣o.;anulacoesLiquidacao_fc879793-89bf-4b5c-90d8-27efc9c05ea4.csv
2019;2019-08-05;1;997.52;0;Pela anula̤̣o;anulacoesLiquidacao_fd4cec7a-1fa2-40e3-8871-1f6fecdff9f1.csv
2019;2019-07-02;1;42;0;Pela Anula̤̣o.;anulacoesLiquidacao_ffe0d235-3c49-46fb-9350-a0df168e2ddc.csv
2019;2019-06-06;1;1655.5;0;Pela anula̤̣o;anulacoesLiquidacao_ffedd90a-3d48-4bc9-badc-0150c478ea37.csv
