uuidDespesa;numeroDespesa;descricaoDespesa;dataDespesa;origem_arquivo
despesa_orcamentaria_29_2019_175;175;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_0152f30d-5576-4ae2-a04b-b4535a5898a6.csv
despesa_orcamentaria_29_2019_276;276;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2019-01-02;dotacaoOrcamentaria_015581c4-258e-4095-a19d-0d87632826d1.csv
despesa_orcamentaria_29_2019_232;232;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_015bfaa4-a907-49b2-b13c-6e4a32507fb5.csv
despesa_orcamentaria_29_2019_188;188;Central de Merenda;2019-01-02;dotacaoOrcamentaria_0168bc24-fde6-4e47-810d-5bcdfbe129ae.csv
despesa_orcamentaria_29_2019_105;105;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_01707806-fec3-438e-88a6-64d6b5a30749.csv
despesa_orcamentaria_29_2019_300;300;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_01714c71-782c-4edb-92e9-d401ec4f46d3.csv
despesa_orcamentaria_178_2019_2;2;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_018a9219-e0ee-4c29-ac92-632670cb6a84.csv
despesa_orcamentaria_191_2019_31;31;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_018b7b65-74c0-43c1-b86a-f361992e9c12.csv
despesa_orcamentaria_29_2019_66;66;AmortizaÃ§Ã£o/juros/SetenÃ§as/AÃ§Ãµes Judiciais/Aposentados e Pensionistas;2019-01-02;dotacaoOrcamentaria_01a03e3a-5e25-4298-992d-82c9cbe07cc0.csv
despesa_orcamentaria_178_2019_97;97;ManutenÃ§Ã£o do Centro de Zoonoses - CCZ;2019-01-02;dotacaoOrcamentaria_01a5dd75-f795-4103-84b7-ac2c05a6d9a3.csv
despesa_orcamentaria_191_2019_30;30;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_01b404ed-6e31-4365-ad44-db38fdd5d179.csv
despesa_orcamentaria_178_2019_87;87;Manut. Vigilancia Sanitaria;2019-01-02;dotacaoOrcamentaria_01bbf0fd-b7c2-4309-9d3b-19b12f71b954.csv
despesa_orcamentaria_181_2019_1;1;Coleta e tranporte de Residuos SÃ³lidos;2019-01-02;dotacaoOrcamentaria_01c454c2-49d9-4ac0-97e8-645f891b9890.csv
despesa_orcamentaria_29_2019_74;74;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2019-01-02;dotacaoOrcamentaria_01d09d28-c758-4639-9eb0-edebaed66643.csv
despesa_orcamentaria_29_2019_172;172;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_01d5991b-45a9-4181-ba2e-247af7e8e5e0.csv
despesa_orcamentaria_178_2019_11;11;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_01d59ea6-791f-4d3b-8c3a-78dab9f151b7.csv
despesa_orcamentaria_29_2019_190;190;Central de Merenda;2019-01-02;dotacaoOrcamentaria_01eb3536-310f-484b-b33e-f6856581391b.csv
despesa_orcamentaria_178_2019_68;68;Manut. Consorcio da SaÃºde-CISAMREC;2019-01-02;dotacaoOrcamentaria_02027b40-a550-4f72-8c8d-747e31359d38.csv
despesa_orcamentaria_186_2019_15;15;Manut. da GestÃ£o da HabitaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_0204a32e-7cbf-4169-b05c-91aa1f1bd9be.csv
despesa_orcamentaria_178_2019_40;40;Manut. CEOs;2019-01-02;dotacaoOrcamentaria_021632e2-2f16-434e-bb8d-5840849502a6.csv
despesa_orcamentaria_178_2018_39;39;Manut. da Epidemiologia;2018-01-02;dotacaoOrcamentaria_0236fa38-bace-48b7-817c-cd6150da527a.csv
despesa_orcamentaria_29_2019_125;125;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_024c5439-e8dd-495d-a17e-1fb06af94b77.csv
despesa_orcamentaria_29_2019_286;286;IluminaÃ§Ã£o Publica;2019-01-02;dotacaoOrcamentaria_024d196c-a081-43c1-9605-6bcd45af6fb7.csv
despesa_orcamentaria_178_2019_90;90;Manut. da Epidemiologia;2019-01-02;dotacaoOrcamentaria_02506b91-799f-45d4-b7f1-d7dee1a64eae.csv
despesa_orcamentaria_29_2019_18;18;Manut. da Diretoria de Transito e Transporte;2019-01-02;dotacaoOrcamentaria_02683e2e-4064-48ca-bef5-ac5e07c92586.csv
despesa_orcamentaria_29_2019_179;179;Transporte Escolar;2019-01-02;dotacaoOrcamentaria_0268a21e-6cfe-480d-bd04-e56b277254c9.csv
despesa_orcamentaria_29_2019_2;2;Manut. Funcional do Gabinete do Prefeito;2019-01-02;dotacaoOrcamentaria_026c21e2-46c7-4fd2-8e9e-c4db5b7e6fa5.csv
despesa_orcamentaria_29_2019_57;57;Manut. da Procuradoria Geral;2019-01-02;dotacaoOrcamentaria_029f0f07-4412-4995-84c3-84239dadde51.csv
despesa_orcamentaria_29_2019_272;272;Pontes/Passarelas/Viadutos/Elevados;2019-01-02;dotacaoOrcamentaria_02b50633-5db6-427e-9f9e-5685b2f188eb.csv
despesa_orcamentaria_29_2019_176;176;Transporte Escolar;2019-01-02;dotacaoOrcamentaria_02c32ed6-6944-41c8-a7e9-8ed67dc94213.csv
despesa_orcamentaria_29_2019_94;94;Manut. da ArrecadaÃ§Ã£o, FiscalizaÃ§Ã£o, Cadastro Imobiliario;2019-01-02;dotacaoOrcamentaria_02c7bb5e-e5e8-4f60-8088-70037d71d03b.csv
despesa_orcamentaria_178_2019_45;45;Manut. CEREST;2019-01-02;dotacaoOrcamentaria_02e26ca7-bc0d-48cc-ac4c-8804b0cfe571.csv
despesa_orcamentaria_178_2019_1;1;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_02ee5873-828e-4796-9a61-e8c20608ae0f.csv
despesa_orcamentaria_178_2019_12;12;Manut. PSF e ESF;2019-01-02;dotacaoOrcamentaria_02fc55dd-2347-4dc9-afb0-d738a305fd70.csv
despesa_orcamentaria_29_2019_148;148;Unidades Escolares - Ensino Fundamental;2019-01-02;dotacaoOrcamentaria_030c2f74-404a-4f45-b8c0-1aaf9df4d4cd.csv
despesa_orcamentaria_29_2019_279;279;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2019-01-02;dotacaoOrcamentaria_030d2420-a6c2-40ee-8b84-4a7b38f6e1d3.csv
despesa_orcamentaria_29_2019_285;285;Parques/PraÃ§as/Jardins;2019-01-02;dotacaoOrcamentaria_030d484f-b78f-4221-82a3-ab68f31a0382.csv
despesa_orcamentaria_178_2019_7;7;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_030d5a1a-2372-4be8-81b3-369416cf7932.csv
despesa_orcamentaria_29_2019_75;75;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2019-01-02;dotacaoOrcamentaria_031facab-124d-4e4a-afa7-b9f24c4014ab.csv
despesa_orcamentaria_191_2019_28;28;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_03288f85-7b57-48f7-aac4-0404324c6820.csv
despesa_orcamentaria_29_2019_81;81;Manut. da Tesouraria e Contabilidade - Financeiro;2019-01-02;dotacaoOrcamentaria_0333549c-d49b-4e35-a5c7-c428f29c871f.csv
despesa_orcamentaria_29_2019_26;26;Manut. da Diretoria de Transito e Transporte;2019-01-02;dotacaoOrcamentaria_033f5bbe-aaa1-4919-9874-c3d277c9445d.csv
despesa_orcamentaria_29_2019_248;248;EdificaÃ§Ãµes Publicas;2019-01-02;dotacaoOrcamentaria_035280bf-e5b5-4d65-8914-047097a2d7e7.csv
despesa_orcamentaria_29_2019_48;48;Manut. da Diretoria de ComunicaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_03653116-5ff4-4c87-9e6c-3618116da8ce.csv
391651;5;Oficinas e Garagens;2019-01-01;dotacaoOrcamentaria_036f95e2-bb47-407f-aa09-0b125a4b770b.csv
despesa_orcamentaria_29_2019_308;308;PavimentaÃ§Ã£o/Recup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA,BNDS/BRDE;2019-08-27;dotacaoOrcamentaria_03807a76-dfc5-4e8b-a4ca-05b3a8e7f4e4.csv
despesa_orcamentaria_29_2019_67;67;AmortizaÃ§Ã£o/juros/SetenÃ§as/AÃ§Ãµes Judiciais/Aposentados e Pensionistas;2019-01-02;dotacaoOrcamentaria_0382e593-3be0-468f-91c8-f018b2a068ad.csv
despesa_orcamentaria_178_2016_11;11;ServiÃ§os MÃ©dicos Laboratoriais;2016-01-02;dotacaoOrcamentaria_03adead9-f37a-459b-b8f1-50c04a973bfc.csv
391904;2;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-01;dotacaoOrcamentaria_04105879-2e0c-4e83-83ec-a283e2f2cebc.csv
despesa_orcamentaria_29_2019_212;212;Nucleo de CooperaÃ§Ã£o Educacional;2019-01-02;dotacaoOrcamentaria_04135f38-e730-4c9c-8e16-0e48f3491bca.csv
despesa_orcamentaria_29_2019_221;221;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_041c8081-4f99-4f97-8631-c51bc6f43c99.csv
despesa_orcamentaria_29_2019_78;78;Manut. do Patrimonio;2019-01-02;dotacaoOrcamentaria_041fde1a-503a-44c6-8c34-e2b8563508d7.csv
despesa_orcamentaria_29_2019_289;289;Oficinas e Garagens;2019-01-02;dotacaoOrcamentaria_0425788e-6680-42a8-8db1-c8a06ed6851c.csv
despesa_orcamentaria_29_2019_59;59;Manut. do PROCON;2019-01-02;dotacaoOrcamentaria_0439eb6e-e192-48be-a685-fef8974f2a71.csv
despesa_orcamentaria_29_2018_66;66;AmortizaÃ§Ã£o/juros/SetenÃ§as/AÃ§Ãµes Judiciais/Aposentados e Pensionistas;2018-01-02;dotacaoOrcamentaria_046b5859-7cdd-4b80-9a3a-9d8980df2cc0.csv
despesa_orcamentaria_29_2019_215;215;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_048717e3-034b-4e31-a99a-6abbd41648a6.csv
despesa_orcamentaria_29_2019_250;250;EdificaÃ§Ãµes Publicas;2019-01-02;dotacaoOrcamentaria_049d86f8-5811-4622-87fb-b4d6a703728a.csv
despesa_orcamentaria_178_2019_84;84;ManutenÃ§Ã£o da AssistÃªncia FarmacÃªutica;2019-01-02;dotacaoOrcamentaria_04a9165f-c3c7-47d9-9d31-71c83164fe08.csv
despesa_orcamentaria_29_2018_85;85;Manut. do Apoio Administrativo, Contrib. AMREC.;2018-01-02;dotacaoOrcamentaria_04a98a09-930e-43d2-8ef2-e2bbdd656a50.csv
despesa_orcamentaria_29_2019_42;42;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2019-01-02;dotacaoOrcamentaria_04c1529d-fdac-4d18-afcb-0bf9bee55477.csv
despesa_orcamentaria_29_2019_115;115;Manut. do ConvÃªnio TrÃ¢nsito Policia Civil;2019-01-02;dotacaoOrcamentaria_05003776-7c35-4ca7-8dac-04cc6f117612.csv
despesa_orcamentaria_178_2019_76;76;ManutenÃ§Ã£o dos ServiÃ§os MÃ©dicos e Laboratoriais (SUS);2019-01-02;dotacaoOrcamentaria_05059d4a-4a5a-456d-bd60-3fb8f82930cf.csv
despesa_orcamentaria_191_2019_4;4;Manut. da GestÃ£o da Assitencia Social;2019-01-02;dotacaoOrcamentaria_05207b35-71d3-4489-8f5a-bef4853ae696.csv
despesa_orcamentaria_29_2019_27;27;Manut. do Conselho Tutelar;2019-01-02;dotacaoOrcamentaria_0530777c-ef2b-4f6f-ab10-2ed5a89e8106.csv
despesa_orcamentaria_178_2018_7;7;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2018-01-02;dotacaoOrcamentaria_053e65fc-e1f8-4734-b19b-7bdbd6e3d489.csv
despesa_orcamentaria_29_2018_224;224;Manut. depto de Obras;2018-01-02;dotacaoOrcamentaria_054aa3bd-e80b-4dfd-b87c-a73284e897fd.csv
despesa_orcamentaria_29_2019_121;121;Manut. do ConvÃªnio Corpo de Bombeiros;2019-01-02;dotacaoOrcamentaria_055269a7-3905-4f91-94c5-7ab6118e221c.csv
despesa_orcamentaria_29_2019_63;63;Manut. da Casa da Cidadania;2019-01-02;dotacaoOrcamentaria_0556aba8-12e2-47c9-b246-f507d9921a41.csv
despesa_orcamentaria_29_2018_229;229;EdificaÃ§Ãµes Publicas;2018-01-02;dotacaoOrcamentaria_058fb002-ec53-431c-866a-79da5a910ab3.csv
despesa_orcamentaria_29_2019_13;13;Manut. da Diretoria de Transito e Transporte;2019-01-02;dotacaoOrcamentaria_05e5b230-a960-416c-926f-e08412b22e52.csv
despesa_orcamentaria_191_2019_12;12;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_063656e5-be1a-40ef-8a03-8c9fd91429f4.csv
despesa_orcamentaria_29_2019_185;185;AquisiÃ§Ã£o de Merenda Escolar;2019-01-02;dotacaoOrcamentaria_0647fa95-4d82-4ede-b2f9-ebcfb3f92888.csv
despesa_orcamentaria_178_2019_51;51;Manut. da UPA da PrÃ³spera;2019-01-02;dotacaoOrcamentaria_065b4a92-9d41-4980-b608-97472ad2a9f0.csv
despesa_orcamentaria_29_2019_70;70;AmortizaÃ§Ã£o/juros/SetenÃ§as/AÃ§Ãµes Judiciais/Aposentados e Pensionistas;2019-01-02;dotacaoOrcamentaria_067d1708-97a8-4f1e-92d4-568c4fa0dccf.csv
despesa_orcamentaria_178_2019_96;96;ManutenÃ§Ã£o do Centro de Zoonoses - CCZ;2019-01-02;dotacaoOrcamentaria_06987697-4a14-409b-96e7-d94a7b20ae73.csv
despesa_orcamentaria_178_2019_34;34;Manut. CAPs;2019-01-02;dotacaoOrcamentaria_06a369b3-8e38-4291-973a-255c8243fef3.csv
despesa_orcamentaria_1984_2019_2;2;Fundo de Incentivo a Cultura;2019-01-02;dotacaoOrcamentaria_06c65a23-126b-47dd-8e9a-edc01f529f91.csv
despesa_orcamentaria_29_2019_28;28;Manut. do Conselho Tutelar;2019-01-02;dotacaoOrcamentaria_06f612ea-7dec-4331-b8c4-8d489024f2d5.csv
despesa_orcamentaria_191_2019_14;14;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_070e022c-19ef-47fb-bcb4-7aa550cb5b94.csv
despesa_orcamentaria_29_2019_117;117;Manut. do ConvÃªnio TrÃ¢nsito Policia Civil;2019-01-02;dotacaoOrcamentaria_071172c3-d1c2-4b47-ae7e-41dbe49c6503.csv
despesa_orcamentaria_178_2019_100;100;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_071cce3f-9d7d-4737-a98e-54b64904da7c.csv
despesa_orcamentaria_29_2019_263;263;ConvÃªnio Rio de Manut. Manejo de Rios;2019-01-02;dotacaoOrcamentaria_072c915a-09a2-478f-8d4c-5ceb01c8adc9.csv
despesa_orcamentaria_29_2019_290;290;Oficinas e Garagens;2019-01-02;dotacaoOrcamentaria_072cbdec-510c-4a21-8dd4-8ff7e04cc54f.csv
despesa_orcamentaria_186_2019_9;9;Manut. da GestÃ£o da HabitaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_0757e186-2805-4cab-b1fc-3215d931c6fd.csv
despesa_orcamentaria_29_2019_201;201;EducaÃ§Ã£o Inclusiva;2019-01-02;dotacaoOrcamentaria_07b20ae0-5a2b-408a-9a88-f1e9f2c43bb4.csv
despesa_orcamentaria_29_2018_202;202;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2018-01-02;dotacaoOrcamentaria_07ded4a5-1771-42d2-b2b6-2350d813b20d.csv
despesa_orcamentaria_181_2019_7;7;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2019-01-02;dotacaoOrcamentaria_07f4b88a-fb3a-40a5-a430-cdb3f298cc8a.csv
despesa_orcamentaria_29_2018_233;233;Manut. das Intendencias do Rio Maina/Santa Luzia/Prospera/Quarta Linha;2018-01-02;dotacaoOrcamentaria_0853a79f-799f-465f-b88b-321b0bf9741e.csv
despesa_orcamentaria_29_2019_301;301;Unidades Escolares - Ensino Fundamental;2019-02-21;dotacaoOrcamentaria_085554df-0021-4044-bd68-f57d2f0bd49f.csv
despesa_orcamentaria_191_2019_9;9;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_085c7631-7ff2-4372-90ed-aa07f1cfdb11.csv
despesa_orcamentaria_178_2019_67;67;Manut. Consorcio da SaÃºde-CISAMREC;2019-01-02;dotacaoOrcamentaria_0899b253-4529-49ae-b04e-306a802035a4.csv
despesa_orcamentaria_191_2019_20;20;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_089c2cd0-fc6d-46ca-91c0-23c54e564e1a.csv
despesa_orcamentaria_29_2019_8;8;Manut. do ComitÃª Gestor e da Assessoria de Gabinete;2019-01-02;dotacaoOrcamentaria_08b4c27e-fb0e-4d85-a1de-481bb32dba7c.csv
despesa_orcamentaria_29_2017_239;239;Obras;2017-01-02;dotacaoOrcamentaria_08d6c82f-5a63-4c63-b2da-433f0551d40e.csv
despesa_orcamentaria_29_2019_10;10;Manut. da Diretoria de Logistica;2019-01-02;dotacaoOrcamentaria_092d8db4-12a5-457e-a2a1-91c3eb4e6695.csv
despesa_orcamentaria_29_2019_171;171;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_0944ac31-f5e9-40e7-a7c7-f86c1d627742.csv
despesa_orcamentaria_29_2019_113;113;Manut. do ConvÃªnio Policia Militar;2019-01-02;dotacaoOrcamentaria_09798971-7692-4839-8d4e-ee8302a464b3.csv
despesa_orcamentaria_186_2018_4;4;Manut. de Projetos Habitacionais e de Interesse Social;2018-01-02;dotacaoOrcamentaria_099bc1eb-1930-48fb-a288-7eda47ca1ab1.csv
