descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Especulo vaginal, descartÃ¡vel, estÃ©ril, sem lubrificaÃ§Ã£o G;4439521;2000.0;DESCLASSIFICADO;UN;2560.0;1.28;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Especulo vaginal, descartÃ¡vel, estÃ©ril, sem lubrificaÃ§Ã£o P;4439522;18000.0;VENCEU;UN;12960.0;0.72;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Fixador CitolÃ³gico, 40ml;4439523;1500.0;DESCLASSIFICADO;FR.;9000.0;6.0;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Frasco para nutriÃ§Ã£o enteral capacidade 300mL;4439524;18000.0;VENCEU;UNI;12240.0;0.68;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Hipoclorito de sÃ³dio 1%.;4439525;2000.0;PERDEU;L;4280.0;2.14;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Kit de nebulizaÃ§Ã£o adulto;4439527;200.0;VENCEU;UN;932.0;4.66;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Kit de nebulizaÃ§Ã£o infantil.;4439528;200.0;VENCEU;UN;904.0;4.52;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
LÃ¢mina de Preventivo (Ponta Fosca).;4439529;400.0;PERDEU;CXA;1516.0;3.79;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
MÃ¡scaras CirÃºrgicas Facial DescartÃ¡vel;4439530;150.0;PERDEU;CX;690.0;4.6;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
oleo de girassol;4439531;2000.0;VENCEU;UN;6600.0;3.3;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
PinÃ§a Cheron descartÃ¡vel, em polietileno cristal ou cor bran;4439532;1500.0;VENCEU;UNI;1140.0;0.76;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Seringa 20ml, sem agulha;4439533;20000.0;VENCEU;UNI;7200.0;0.36;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Seringa 3ml, sem agulha;4439534;30000.0;PERDEU;UN;3591.0;0.1197;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Seringa 1ml, sem agulha;4439535;5000.0;VENCEU;UN;600.0;0.12;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Seringa 60ml, sem agulha;4439536;500.0;PERDEU;UN;1000.0;2.0;itensProposta_0125a68e-692c-4b5f-8dd4-16ae0e42aa1a.csv
Base de concreto para mastros de bandeira, conforme projeto;0;59.0;PERDEU; ;130567.0;2213.0;itensProposta_01445fb8-1cf7-4a48-a2a3-ff308683bdfb.csv
PASSAGENS RODOVIARIAS;0;1.0;VENCEU; ;0.01;0.01;itensProposta_01957d76-535c-42ff-a57e-8c3d12931e0c.csv
ConstruÃ§Ã£o de um GinÃ¡sio de Esportes com Ã¡rea de 1.205,24mÂ²,;0;1.0;VENCEU; ;1263935.69;1263935.69;itensProposta_02275cf0-98f7-4069-9144-f34a76ee7f7f.csv
EXECUÃÃO DE SERVIÃOS DE MANUTENÃÃO, CONSERTO, LIMPEZA E RECU;0;400.0;VENCEU; ;32000.0;80.0;itensProposta_02326f03-c895-4314-807d-4a45ac852b3b.csv
GANGORRA TRIPLA;0;45.0;VENCEU; ;86074.65;1912.77;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
ESCORREGADOR EM METAL;0;45.0;VENCEU; ;107737.65;2394.17;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
BALANÃO ESPECIAL;0;1.0;VENCEU; ;11091.09;11091.09;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
VAI E VEM ESPECIAL;0;1.0;VENCEU; ;12949.49;12949.49;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
Kit TREM;0;13.0;VENCEU; ;100877.53;7759.81;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
CASINHA COM BALANÃO;0;16.0;VENCEU; ;181885.92;11367.87;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
CARROSSEL ESPECIAL;0;1.0;VENCEU; ;16537.78;16537.78;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
BALANÃO, composto por 4 balanÃ§os;0;20.0;VENCEU; ;52845.8;2642.29;itensProposta_0236aa98-c9e7-4a36-9cb7-6bc0d0e48f84.csv
COMPUTADOR COMPLETO;4383647;16.0;DESCLASSIFICADO;UND;56000.0;3500.0;itensProposta_025444a9-04ce-43cb-af68-17211c454a01.csv
"NOTEBOOK;";4383648;1.0;INABILITADO;UND;4000.0;4000.0;itensProposta_025444a9-04ce-43cb-af68-17211c454a01.csv
ConstruÃ§Ã£o de edificaÃ§Ã£o do prÃ©dio da Unidade BÃ¡sica de SaÃºd;0;1.0;PERDEU; ;1397000.0;1397000.0;itensProposta_026a6031-5083-44cd-b2ae-8b1bd3eafe13.csv
ImplantaÃ§Ã£o de drenagem pluvial nas ruas Felipe Serafim da S;4383833;1.0;PERDEU;SV;296459.6;296459.6;itensProposta_026f4fb2-d66b-4d92-b727-012970210d68.csv
ACELADOR SECAGEM PU 900ML;0;40.0;VENCEU; ;1280.0;32.0;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
AMARELO CASE ESM SINT AUTOMOTIVO 3,6L;0;15.0;VENCEU; ;1216.95;81.13;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
AMARELO NEW HOLLAND ESM SINT AUTOMOTIVO 3,6L;0;30.0;VENCEU; ;2466.9;82.23;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
FITA DUPLA FACE EXTRA FORTE 15MM X 20M;0;20.0;VENCEU; ;899.0;44.95;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
BRANCO ACABAMENTO ESM SINT AUTOMOTIVO 3,6L;0;50.0;VENCEU; ;3990.0;79.8;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
BRANCO BANCHISA POLIURETANO 3,6L;0;30.0;VENCEU; ;4956.0;165.2;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
BRANCO DIAMANTE FORD POLIURETANO 3,6L;0;5.0;VENCEU; ;831.6;166.32;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
CATALISADOR 900ML;0;40.0;VENCEU; ;1702.4;42.56;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
CATALISADOR RESINA;0;35.0;VENCEU; ;64.4;1.84;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
CERA 200g;0;50.0;VENCEU; ;644.5;12.89;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
COADOR PINTURA;0;100.0;VENCEU; ;70.0;0.7;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
DISCO ROQUITE N80 A  1200;0;300.0;VENCEU; ;495.0;1.65;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
ESTOPA DE PANO;0;200.0;VENCEU; ;800.0;4.0;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
ESTOPA PCT 400GR;0;100.0;VENCEU; ;335.0;3.35;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
FITA CREPE 16MM X 50M;0;100.0;VENCEU; ;325.0;3.25;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
FUNDO PU 5:1 900ML;0;50.0;VENCEU; ;1345.0;26.9;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
LIXA DAGUA NÂº 100 A 400;0;700.0;VENCEU; ;1001.0;1.43;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
LIXA FERRO NÂº 36 A 220;0;500.0;VENCEU; ;1130.0;2.26;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
MANTA DE FIBRA 500G;0;40.0;VENCEU; ;496.4;12.41;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
MASSA DE POLIR BASE AGUA 900ML;0;45.0;VENCEU; ;1213.65;26.97;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
MASSA PLASTICA UNIV 900g;0;80.0;VENCEU; ;1276.8;15.96;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
MASSA RAPIDA 900ML;0;50.0;VENCEU; ;1103.5;22.07;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
PAPEL ISOLAMENTO 180X45 (ROLO);0;15.0;VENCEU; ;258.75;17.25;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
PAPEL ISOLAMENTO 180X95 (ROLO);0;15.0;VENCEU; ;452.25;30.15;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
PISTOLA PINTURA BICO 1,3MM, 32 PSI, 190ML/MIN;0;1.0;VENCEU; ;697.68;697.68;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
PRETO CHASSI SB ESM SINT AUTOMOTIVO 3,6L;0;50.0;VENCEU; ;3601.0;72.02;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
PRETO FOSCO SINT. 3,6L;0;50.0;VENCEU; ;3083.0;61.66;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
RESINA 800ML;0;40.0;VENCEU; ;800.0;20.0;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
THINNER REF 2750 5L;0;80.0;VENCEU; ;3440.0;43.0;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
THINNER REF 5000 P/ PU 5L;0;50.0;VENCEU; ;4000.0;80.0;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
VERDE FOLHA SINT. 3,6L;0;40.0;VENCEU; ;2466.4;61.66;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
VERMELHO SINT. 3,6L;0;40.0;VENCEU; ;2466.4;61.66;itensProposta_02d3534b-3e9e-4ac6-8ef0-d4e68d0ed1ce.csv
Banheiro quimico;0;100.0;PERDEU; ;15000.0;150.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
BASE DE PALCO;0;2.0;PERDEU; ;8400.0;4200.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
CADEIRAS;0;600.0;PERDEU; ;1500.0;2.5;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
CARPETE;0;800.0;PERDEU; ;4800.0;6.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
FECHAMENTO DE LONA, anti chamas, tenda  10x3,50m;0;30.0;PERDEU; ;1500.0;50.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
FECHAMENTO DE LONA, anti chmas, tenda 3x2,50m;0;20.0;PERDEU; ;700.0;35.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
FECHAMENTO DE LONA, anti chamas, tenda 5x2,50m;0;30.0;PERDEU; ;1050.0;35.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
Gradil;0;1300.0;PERDEU; ;13000.0;10.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
Mesas;0;200.0;PERDEU; ;1400.0;7.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
PALCO COBERTO;0;2.0;PERDEU; ;16400.0;8200.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
PAVILHÃO;0;1300.0;PERDEU; ;18304.0;14.08;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
TABLADO;0;1000.0;PERDEU; ;8000.0;8.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
STAND;0;800.0;PERDEU; ;20000.0;25.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
SonorizaÃ§Ã£o mÃ©dio porte;0;5.0;PERDEU; ;14000.0;2800.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
SonorizaÃ§Ã£o pequeno porte;0;4.0;PERDEU; ;4800.0;1200.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
TENDA- 3x3 montagem e desmontagem;0;10.0;PERDEU; ;3000.0;300.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
TENDA-5X5  montagem e desmontagem tenda 10X10m;0;30.0;PERDEU; ;9600.0;320.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
TENDA-10X10  montagem e desmontagem tenda;0;29.0;PERDEU; ;21750.0;750.0;itensProposta_02dc7346-b1a5-479d-9dab-5bf01bb88a3a.csv
Assentamento de blocos de concreto (lajotas), de guia (meio-;0;1.0;VENCEU; ;285596.04;285596.04;itensProposta_03042cf2-d2b1-4a00-8319-577f60ab6a9a.csv
COMPUTADOR BÃSICO COMPLETO;4389375;27.0;DESCLASSIFICADO;UND;100116.0;3708.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
COMPUTADOR INTERMEDIÃRIO COMPLETO;4389376;6.0;DESCLASSIFICADO;UND;33504.0;5584.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
COMPUTADOR AVANÃADO COMPLETO;4389377;2.0;DESCLASSIFICADO;UND;25598.0;12799.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
MONITOR 21;4389379;9.0;PERDEU;UND;7965.0;885.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
"NOTEBOOK;";4389380;7.0;DESCLASSIFICADO;UND;34181.0;4883.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
UNIDADE DE ARMAZENAMENTO HD 8TB;4389383;4.0;PERDEU;UND;8040.0;2010.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
NOBREAK de 2.0 KVA;4389387;2.0;VENCEU;UND;7950.0;3975.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
SWITCH GIGA 8P;4389388;2.0;DESCLASSIFICADO;UND;732.0;366.0;itensProposta_03059b0e-0bca-441c-b076-87ab81f272b7.csv
Medalhas- Medalha hexagonal fundida em liga metÃ¡lica;4385183;600.0;PERDEU;UND;5640.0;9.4;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
Coletes esportivos.;4385184;300.0;PERDEU;UND;4185.0;13.95;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
CAMISA PARA ESPORTES -;4385185;600.0;PERDEU;UND;39510.0;65.85;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
Kit Uniforme - CCO;4385186;50.0;PERDEU;UND;3100.0;62.0;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
Mochila tipo academia.;4385187;600.0;PERDEU;UND;19200.0;32.0;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
Bola de futebol de campo.;4385188;40.0;PERDEU;UND;11158.0;278.95;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
Bola futsal adulto.;4385189;40.0;VENCEU;UND;9140.0;228.5;itensProposta_0309ea0f-dadd-4c33-8ecc-a9d21990e015.csv
Recapeamento asfÃ¡ltico do tipo C.A.U.Q - Concreto AfÃ¡ltico U;0;1.0;PERDEU; ;1149522.41;1149522.41;itensProposta_0323ad5f-5dd0-4455-bdb0-88d831055c27.csv
Guarda-corpo com tubo metÃ¡lico, 2;0;85.0;VENCEU; ;38743.83;455.80976;itensProposta_03cbf560-7dd4-4749-9a6f-beecb45543cc.csv
CorrimÃ£o metÃ¡lico com pintura eletrostÃ¡tica;0;85.0;VENCEU; ;22257.09;261.8481;itensProposta_03cbf560-7dd4-4749-9a6f-beecb45543cc.csv
PortÃ£o chapeado galvanizado;0;85.0;VENCEU; ;32973.46;387.9231;itensProposta_03cbf560-7dd4-4749-9a6f-beecb45543cc.csv
ServiÃ§o de serralheiro/soldador sem deslocamento;0;60.0;VENCEU; ;5818.85;96.9808;itensProposta_03cbf560-7dd4-4749-9a6f-beecb45543cc.csv
ServiÃ§o de serralheiro/soldador com deslocamento;0;40.0;VENCEU; ;6206.77;155.1693;itensProposta_03cbf560-7dd4-4749-9a6f-beecb45543cc.csv
Granito cinza andorinha com espessura mÃ­nima de 2 cm , para;0;700.0;VENCEU; ;217000.0;310.0;itensProposta_03e88298-5a86-4865-91c2-b4b8e182cc76.csv
COLETE EQUILIBRADOR PARA MERGULHO;4389537;4.0;PERDEU;UND;5940.0;1485.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
FACA PARA MERGULHO COM LÃMINA DE APROXIMADAMENTE 8,5 CM;4389538;6.0;VENCEU;UND;504.0;84.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
FACA PARA MERGULHO COM LÃMINA DE APROXIMADAMENTE 10 CM;4389539;6.0;VENCEU;UND;548.04;91.34;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
LANTERNA PARA MERGULHO;4389541;4.0;VENCEU;UND;1540.0;385.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
NADADEIRA ABERTA PARA MERGULHO;4389543;6.0;VENCEU;UND;1230.9;205.15;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
NADADEIRA  PARA MERGULHO;4389544;20.0;VENCEU;UND;4140.0;207.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
COLETE COM CAPUZ PARA MERGULHO 3 MM;4389545;20.0;PERDEU;UND;4182.4;209.12;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
MEIA EM NEOPRENE 3MM;4389546;8.0;PERDEU;UND;472.0;59.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
LUVA PARA MERGULHO;4389547;12.0;PERDEU;UND;912.0;76.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
BOTA PARA MERGULHO;4389548;20.0;PERDEU;UND;3980.0;199.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
REGULADOR DE 2o ESTÃGIO COMPACTO + LP 02;4389549;12.0;PERDEU;UND;4788.0;399.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
REGULADOR DE 1Â° ESTAGIO - PISTÃO SIMPLES;4389550;12.0;PERDEU;UND;8400.0;700.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
SNORKEL PARA MERGULHO EM PVC PRETO E BOCAL EM SILICONE;4389552;12.0;DESCLASSIFICADO;UND;636.0;53.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
BOLSA PARA MERGULHO;4389553;16.0;VENCEU;UND;1920.0;120.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
KIT DIVE TOOL DE INOX;4389554;2.0;PERDEU;UND;218.0;109.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
CINTO PARA LASTRO COM FIVELA EM INOX;4389555;12.0;PERDEU;UND;420.0;35.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
BOTA DE BORRACHA PARA PROTEÃÃO DE CILINDRO S80;4389560;20.0;VENCEU;UND;1460.0;73.0;itensProposta_040e297f-00bc-462b-b7f9-ec4790f928f8.csv
ExecuÃ§Ã£o dos serviÃ§os necessÃ¡rios as obras de reconstruÃ§Ã£o e;4382552;1.0;DESCLASSIFICADO;SV;37657.18;37657.18;itensProposta_0411a5aa-8ce5-458b-a7ae-a9ed936ad1ac.csv
Rolo de arame farpado (500m);0;35.0;PERDEU; ;10465.0;299.0;itensProposta_04914612-a450-406d-903e-b53d2c685128.csv
MourÃµes de concreto 10cm x 10cm x 200cm;0;1000.0;PERDEU; ;30400.0;30.4;itensProposta_04914612-a450-406d-903e-b53d2c685128.csv
MourÃµes de eucalipto tratado (2,00m);0;100.0;PERDEU; ;1190.0;11.9;itensProposta_04914612-a450-406d-903e-b53d2c685128.csv
Areia Lavada MÃ©dia.;0;30.0;PERDEU; ;1794.0;59.8;itensProposta_04914612-a450-406d-903e-b53d2c685128.csv
Tijolo cerÃ¢mico 9 furos 14x19x25;0;15000.0;PERDEU; ;6000.0;0.4;itensProposta_04914612-a450-406d-903e-b53d2c685128.csv
LocaÃ§Ã£o mensal de um caminhÃ£o truck, equipado com guindaste,;0;4.0;VENCEU; ;60000.0;15000.0;itensProposta_04aa1448-6b43-40d9-9d5a-2c4af99455eb.csv
Cabo PP 4x2,5mm;0;50.0;PERDEU; ;300.0;6.0;itensProposta_04e1d359-1a5d-44f2-9a79-8b9262216433.csv
