id;descricao;unidadeMedida;quantidade;valorUnitario;valorTotal;origem_arquivo
4540994;ROLAMENTO DE ESFERAS 6001-Z;UND;7;21.18;148.26;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4540995;Rolamento de esferas 6000;UND;7;18.99;132.93;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4540997;Rolamento de esferas 6002-2RS;UND;4;25.2;100.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4540999;Rolamento de esferas 6001;UND;4;19;76.0;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541000;CARCAÃA DE ENGRENAGEM;UND;4;112.56;450.24;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541002;Jogo de pinhÃµes;UND;4;115.05;460.2;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541004;Rolamento de esferas 6201;UND;10;24.78;247.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541005;Retentor 12x20x5;UND;4;9.14;36.56;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541008;RETENTOR 12X32X7;UND;4;9.46;37.84;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541010;PROTECAO;UND;4;38.86;155.44;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541012;CINTA DUPLA PARA OMBRO;UND;20;73.82;1476.4;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541014;ANEL DE PROTECAO;UND;5;17.58;87.9;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541015;PRATO GIRATORIO;UND;15;12.56;188.4;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541017;Porca de seg com colar M12x 15;UND;10;9.08;90.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541019;PARAFUSO DE FECHAMENTO;UND;40;7.82;312.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541020;ARRUELA DE PRESSÃO 15X60X3;UND;5;13.04;65.2;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541022;CARCAÃA DE TANQUE;UND;4;216.45;865.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541024;CabeÃ§ote de aspiraÃ§Ã£o;UND;40;7.44;297.6;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541025;TAMPA DO TANQUE;UND;4;21.18;84.72;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541027;CONEXAO;UND;4;37.68;150.72;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541029;CABO ACELERADOR;UND;5;57.1;285.5;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541032;Eixo de acionamento;UND;5;89.97;449.85;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541034;AGULHA DE ADMISSAO;UND;5;21.36;106.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541036;MEMBRANA DA BOMBA;UND;10;24.84;248.4;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541039;GAIOLA DE AGULHAS 10X14X13;UND;15;16.53;247.95;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541041;Graxa 80gr;UND;100;11.23;1123.0;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541043;VELA IGNIÃÃO;UND;50;15.25;762.5;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541044;CORDAO DE ARRANQUE;UND;30;5.74;172.2;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541046;FILTRO COMBUSTIVEL;UND;40;8.48;339.2;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541048;MANGUEIRA;UND;20;10.09;201.8;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541050;Cilindro c/ pistÃ£o Ã 038 mm;UND;2;224.75;449.5;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541051;Lamina 02 facas para roÃ§adeira FS 220;UND;50;45.92;2296.0;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541053;Lima redonda para afiar corrente moto serra;UND;7;6.67;46.69;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541054;MÃ£o de obra mecÃ¢nica para executar os serviÃ§os de manutenÃ§Ã£o;HORA;250;69.75;17437.5;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541056;Ãleo 2T 8017 (usado na proporÃ§Ã£o 1/50 com perÃ­odo de descarb;UND;350;18.16;6356.0;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541058;Fio de Nylon para roÃ§adeira 3.0mm;M;8500;0.65;5525.0;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4541060;CONJUNTO DE POLIMATIC PARA ROÃADEIRA FS 220;UND;100;45.94;4594.0;itens_01aa5e1a-3f7d-4c62-918f-d2a2fdde8149.csv
4685447;Suporte para BraÃ§adeira para injeÃ§Ã£o;UNI;8;119;952.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685448;Cadeira de rodas adulto  manual;UN;4;1230;4920.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685449;Mesa AntropomÃ©trica com colchonete;UN;4;649.99;2599.96;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685450;Mesa ginecolÃ³gica estofada. revestimento impermeÃ¡vel;UNI;4;1186;4744.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685451;Mesa para exame clÃ­nico com suporte para rolo papel;UNI;48;405;19440.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685452;Mesa auxiliar retangular em aÃ§o inox. com prateleira;UNI;4;345;1380.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685453;Suporte de soro em aÃ§o inox. com rodÃ­zios. 4 ganchos em X (b;UNI;8;199;1592.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685454;Carro de curativos em aÃ§o inox;UNI;4;599;2396.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685455;Mesa auxiliar de mayo em aÃ§o inox;UN;4;365;1460.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685456;Aparelho para InalaÃ§Ã£o (nebulizador);UN;4;1650;6600.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685457;Autoclave esterilizaÃ§Ã£o a vapor;UNI;4;5108;20432.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685458;Compressor odontolÃ³gico em ferro fundido;UN;4;3030;12120.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685459;Seladora termica digital. de mesa;UNI;5;520;2600.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685460;Aparelho ultra-som (profilaxia);UN;4;2860;11440.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685461;Kit OdontolÃ³gico AcadÃªmico;UN;4;1290;5160.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685462;Detector de batimento cardÃ­aco fetal  digital portÃ¡til;UN;4;649;2596.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685463;EsfigmomanÃ´metro adulto anerÃ³ide completo;UN;12;255;3060.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685464;EsfigmomanÃ´metro obeso anerÃ³ide completo;UNI;4;330;1320.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685465;EsfigmomanÃ´metro infantil aneroide completo. em nylon com ve;UNI;4;268;1072.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685466;EstetoscÃ³pio adulto duo sonic;UNI;12;43.5;522.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685467;EstetoscÃ³pio pediÃ¡trico duo sonic;UNI;12;43.5;522.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685468;Ressuscitador Pulmonar Manual Adulto (ambu);UN;4;155;620.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685469;Ressuscitador  Pulmonar Manual PediÃ¡trico (ambu);UN;4;170;680.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685470;Aspirador CirÃºrgico ElÃ©trico PortÃ¡til;UNI;1;315;315.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685471;SUPORTE PARA COLETOR DE MATERIAL PERFUROCORTANTE;UN;50;205;10250.0;itens_01b49dd9-6ef7-4dca-a6db-cce250ee5121.csv
4685324;MÃ£o de obra para corte de grama. poda de Ã¡rvores e limpeza;MES;12;27900;334800.0;itens_0261948a-c726-4b04-b835-e504358c8591.csv
238779;LOCAÃÃO DE IMÃVEL PARA SER UTILIZADO PELO CAPS I;MES;0;3800;0.0;itens_0385ed24-4280-4ebc-a763-5598b6ce0859.csv
4541666;Consulta e leitura de publicaÃ§Ãµes d;ANO;1;2095.2;2095.2;itens_03f0ade7-cff9-44dc-bc38-a11fe7245600.csv
4542427;Kit cameras de rÃ© universal(instalada) Conforme ResoluÃ§Ã£o NÂº;KIT;15;1757;26355.0;itens_040ff16e-a760-426b-816d-896d005db04c.csv
4542428;Insulfilmes;M2;1000;33.5;33500.0;itens_040ff16e-a760-426b-816d-896d005db04c.csv
4541625;ExecuÃ§Ã£o d serviÃ§os necessÃ¡rios Ã  realizaÃ§Ã£o das obras de t;SV;1;4109449.55;4109449.55;itens_04249765-4c4a-41df-a3ce-f175795e2333.csv
42458;LOCAÃÃO DE SOLUÃÃO DE CFTV QUE COMPREENDE AS 48 UNIDADES DE;MES;12;15218.4;182620.8;itens_0593e032-4389-4e9f-9791-c2f2c7b46778.csv
4542361;RecuperaÃ§Ã£o e reforma dos corrimÃµes. guarda-corpos. mastros.;SV;1;46464.68;46464.68;itens_06418b82-ac8e-46fb-86d6-f1b039833e99.csv
4541343;Cantoneira - 1/4 x 1;BR;20;62.3;1246.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541344;Cantoneira - 1/8 x 3/4 - (SER 3/4);BR;20;25.11;502.2;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541345;Cantoneira - 1/8 x 5/8 - (SER 5/8);BR;20;22.31;446.2;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541346;Cantoneira - 3/16 x 2;BR;20;100.43;2008.6;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541347;Cantoneira - 1/4x 2;BR;40;133.91;5356.4;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541349;Cantoneira - 3/4 x 6;BR;5;1173.92;5869.6;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541350;Cantoneira - 5/16 x 2;BR;40;206.45;8258.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541351;Chapa FQ;KG;4000;4.92;19680.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541352;Chapa Piso;KG;500;6.32;3160.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541353;Ferro Chato - 1/2 x 1;BR;80;74.37;5949.6;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541354;Ferro Chato - 1/8 x 1;BR;80;17.49;1399.2;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541355;Ferro Chato - 1/8 x 1/2 - (SER. 1/2);BR;80;10.21;816.8;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541356;Ferro Chato - 1/8 x 2;BR;70;37.2;2604.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541357;Ferro Chato - 1/8 x 3/4;BR;70;13.89;972.3;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541358;Ferro Chato - 3/16 x 1/2;BR;70;14.19;993.3;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541359;Ferro Chato - 3/16 x 1;BR;50;27.43;1371.5;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541360;Ferro Chato - 3/16 x 2;BR;50;41.85;2092.5;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541361;Ferro Redondo 1020 (12.70) - 1/2;BR;100;23.25;2325.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541362;Ferro Redondo 1020 (19.05) - 3/4;BR;100;63.63;6363.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541364;Ferro Redondo  1020 (25.40) - 1;BR;200;83.04;16608.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541365;Tubo Quad. 30x30x2.00x6000;BR;100;60.45;6045.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541366;Tubo Quad. 50x50x2.00x6000;BR;50;100.44;5022.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541367;Tubo Ret. 30x70x2.00x6000;BR;50;102.3;5115.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541368;Tubo Ret. 40x80x3.00x6000;BR;40;175.71;7028.4;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541369;Tubo Ret. 40x60x2.65x6000;BR;40;129.02;5160.8;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541370;ServiÃ§o Calandra Chapa;KG;1000;1.4;1400.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541371;ServiÃ§o Corte/Dobra Chapa;KG;2000;1.2;2400.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541372;Arame Mig 1.00mm CC - ER 70S6 ROLO COM 18 KG;RL;30;167.26;5017.8;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541373;Spay Anti Respingo;UND;30;12.99;389.7;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541374;Disco de Corte 230x3.0x22.22 A30Q-BF;UND;100;7.87;787.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541375;Disco de Corte Bsic - Xpert 115x1.0;UND;200;3.72;744.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541376;Disco Premium 230x1.9;UND;60;7.66;459.6;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541377;Disco de Corte Standard 178x3.2;UND;60;5.31;318.6;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541378;Disco de Desbaste 115x6x22.22 A30R;UND;60;5.59;335.4;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541379;Disco de Desbaste Secur 178x7.0;UND;60;10.77;646.2;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541380;Eletrodo 2.0 - Eletron Inox;KG;15;90.66;1359.9;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541381;Eletrodo 3.25 70x18;KG;15;22.95;344.25;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541382;Eletrodo 3.25 60x13;KG;30;14.08;422.4;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541383;Eletrodo 2.5mm 60x13;KG;30;11.53;345.9;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541384;Eletrodo de Corte - Chanfro;KG;30;25.24;757.2;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541385;Lixa Ferro Tipo GrÃ£o 180gr 275x225;FL;200;1.9;380.0;itens_06ba286a-923f-4ea0-be34-18880a90749c.csv
4541667;Aruela lisa 3/8 zincado branco;CENT;1;11.27;11.27;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541668;Aruela lisa M10 zincado branco;CENT;1;10.73;10.73;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541670;Bico Atomizador;UND;4;114.64;458.56;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541671;BOMBA DO ÃLEO;UND;5;908.2;4541.0;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541673;BraÃ§o misturador 1/2 x PUG direito;UND;44;34.51;1518.44;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541674;BraÃ§o misturador 1/2 x PUG esquerdo;UND;44;34.51;1518.44;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541675;Contato auxiliar frontal HKF-11;PÃA;2;60.96;121.92;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541676;Contato forÃ§a AF09;UND;2;145.35;290.7;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541677;Controlador de chama duplo estÃ¡gio;UND;2;854.69;1709.38;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541678;Controlador de pesagem RTU;UND;2;2212.39;4424.78;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541679;Disjutor motor MS132;UND;2;285;570.0;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541681;Eletrodo de igniÃ§Ã£o haste 1/8;UND;4;167.58;670.32;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541682;Gaiola manga usina de asfalto;UND;120;106.4;12768.0;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541683;Kit transformador de igniÃ§Ã£o;UND;2;791.66;1583.32;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541684;Mancal F209;UND;20;26.6;532.0;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541685;Mancal F210;UND;20;37.69;753.8;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541687;Mancal F211;UND;20;37.69;753.8;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541688;Manga poliÃ©ster 1800 x 160 mm;UND;130;143.14;18608.2;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541689;Manga poliÃ©ster 1800 x 160 mm;UND;88;21.82;1920.16;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541690;Parafusos da rosca parcial 10 x 80mm;CENT;1;118.44;118.44;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541691;Parafusos do cabo 3/8 x 63mm;CENT;1;179.24;179.24;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541692;Porca sextavada C8 M10 x 1.5;CENT;2;20.05;40.1;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541693;Porca sextavada G8 UNC 3/8;CENT;2;26.62;53.24;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541694;Queimador de Ã³leo 250.000 kcal;UND;3;4914.66;14743.98;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541695;Rele base RE3;UND;5;863.86;4319.3;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541696;Rele de seguranÃ§a RT9;UND;4;819.85;3279.4;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541697;Rele interface 220v 2NAF 8A + Base + dio;UND;4;44.22;176.88;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541699;Rolamento 2092;UND;40;68.09;2723.6;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541700;Rolete esteira;UND;15;303.36;4550.4;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541701;Rolo de apoio do secador d=300x125mm;UND;2;2378.16;4756.32;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541702;Temporizador eletrÃ´nico CT-TGD 12;UND;2;331.86;663.72;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541703;Termo resistÃªncia PT100 duplo d=10x100mm;UND;2;302.41;604.82;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541704;VÃ¡lvula de pulso 1 1/2;UND;4;483.86;1935.44;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541705;MAO DE OBRA MECANICA;HS;70;115.59;8091.3;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4541706;SERVICO DE TORNO E SOLDA;HORA;40;144.09;5763.6;itens_06e15637-7315-4c43-93c0-ea6105716a8e.csv
4685309;SECADORA DE ROUPAS DE PAREDE DE 8KG;UN;1;460;460.0;itens_06e69e4f-3192-4116-af0f-bf66100b8869.csv
4685310;Travesseiro em fibra siliconizada;UNI;16;28;448.0;itens_06e69e4f-3192-4116-af0f-bf66100b8869.csv
4685311;Jogo de Cama Solteiro;UNI;10;96;960.0;itens_06e69e4f-3192-4116-af0f-bf66100b8869.csv
4685312;Toalha de banho felpuda. cor branca;UN;30;33;990.0;itens_06e69e4f-3192-4116-af0f-bf66100b8869.csv
4685313;TOALHA DE ROSTO FELPUDA. COR BRANCA;UN;30;14;420.0;itens_06e69e4f-3192-4116-af0f-bf66100b8869.csv
4541564;COMPUTADOR COMPLETO;UND;3;9155;27465.0;itens_07593311-47ef-4eb6-8538-79ac8943befb.csv
40462;LOCAÃÃO DE SOLUÃÃO DE CFTV QUE COMPREENDE AS 48 UNIDADES DE;MES;12;13819.9;165838.8;itens_08c42906-837f-41bf-9704-2c2e05414439.csv
4540845;ConfecÃ§Ã£o de moveis sob medida (armÃ¡rio com prateleiras. arq;M2;50;1057;52850.0;itens_08e8db51-5691-4cc8-8eeb-24f541577f61.csv
4540848;"RecuperaÃ§Ã£o de moveis para escritorio; armarios com gavetas.";M2;45;460;20700.0;itens_08e8db51-5691-4cc8-8eeb-24f541577f61.csv
4540703;Terraplenagem pavimentaÃ§Ã£o com revestimento em concreto asf;SV;1;431811.58;431811.58;itens_0a2d4512-ab76-4c9c-95cc-a0db6f4ebf15.csv
4685502;MICROSOFT WINDOWS 10;UN;44;998;43912.0;itens_0a3ce910-f956-4e3e-b40b-544be657e5f1.csv
4685503;KIT TECLADO E MOUSE;UND;200;76;15200.0;itens_0a3ce910-f956-4e3e-b40b-544be657e5f1.csv
4425040;CADEIRA GIRATÃRIA ESPALDAR ALTO. BRAÃOS REGULAVEIS OPERACION;UND;1;820;820.0;itens_0b9505fe-5f60-427d-9e92-aabca891e6ec.csv
4425041;CADEIRA GIRATÃRIA ESPALDAR BAIXO. BRAÃOS REGULAVEIS OPERACIO;UND;18;692;12456.0;itens_0b9505fe-5f60-427d-9e92-aabca891e6ec.csv
4425042;CADEIRA GIRATÃRIA ESPALDAR BAIXO. BRAÃOS REGULAVEIS;UND;12;580;6960.0;itens_0b9505fe-5f60-427d-9e92-aabca891e6ec.csv
4425043;CADEIRA FIXA INTERLOCUTOR BASE S ESPALDAR MÃDIO  COM BRAÃO;UND;2;482;964.0;itens_0b9505fe-5f60-427d-9e92-aabca891e6ec.csv
4425044;CADEIRA FIXA INTERLOCUTOR BASE S ESPALDAR BAIXO SEM BRAÃOS;UND;24;419;10056.0;itens_0b9505fe-5f60-427d-9e92-aabca891e6ec.csv
4425045;BANQUETA ALTA 04 PÃS COM REFORÃO E CONCHA EM POLIPROPILENO;UND;2;417;834.0;itens_0b9505fe-5f60-427d-9e92-aabca891e6ec.csv
4542652;serviÃ§os de seguro contra incÃªndio para imÃ³veis da Admin Pub;ANO;1;58500;58500.0;itens_0bf5bb27-3a88-406e-8e7e-3e9ff09d7974.csv
112427;PÃ³rtico Viga vazada;UND;8;34416.9;275335.2;itens_0c3e3647-d066-44e7-a415-ac5d035e992b.csv
112428;Placas de AÃ§o #18;M2;310;606.69;188073.9;itens_0c3e3647-d066-44e7-a415-ac5d035e992b.csv
4685217;LOCAÃÃO DE IMÃVEL;MES;12;2500;30000.0;itens_0eea0dcd-6817-4592-975b-c00c0974b3e6.csv
4541935;BOLA DE FUTEBOL DE CAMPO;UND;40;269.7;10788.0;itens_0f054fce-976b-4d84-b94e-b0f2e02a56bb.csv
4540552;InspeÃ§Ã£o das instalaÃ§Ãµes prediais de esgoto no municÃ­pio de;UND;5000;75;375000.0;itens_0f1def18-93ef-44e4-8016-780d28187583.csv
4541159;ABRACADEIRA 3/4 CZ;PÃA;2000;1.08;2160.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541161;ADAPTADOR  3/4;PÃA;3000;0.54;1620.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541163;ARRUELA LISA  1/4.;PÃA;10000;0.08;800.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541164;BUCHA DE PVC N. 06.;PÃA;10000;0.08;800.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541166;C.D.  SOBR.  P/18 DISJ. NEMA 24 DIN;PÃA;30;94.75;2842.5;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541168;CABO FLEX 750V-   1.50MM-AZUL.;M;15000;0.73;10950.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541169;CABO FLEX 750V-   1.50MM-BRANCO;M;15000;0.73;10950.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541171;CABO FLEX 750V-   1.50MM-PRETO.;M;15000;0.73;10950.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541172;CABO FLEX 750V-   1.50MM-VERDE.;M;15000;0.73;10950.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541174;CABO FLEX 750V-   2.50MM-AZUL.;M;20000;1.14;22800.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
4541176;CABO FLEX 750V-   2.50MM-PRETO.;M;20000;1.14;22800.0;itens_0f6ee85d-0386-4018-a9db-99dbb1fb7829.csv
